interviewee,role,speaker,line_number,sentence
Yoyo,interviewer,Frank,62,"Okay, so I'm assuming, unless it's, like, just a startup, or they don't have enough expertise or money, or it's, like, in a tech or finance startup, if they really care about the professionality of their designs, they wouldn't really go to Canva."
Yoyo,interviewer,Frank,62,"They would go to Adobe, they would go to Figma."
Yoyo,interviewee,Yoyo,63,"Yeah, if they have, like, extremely, like, high design requirements, and then if they think, like, oh, graphics is a big thing, that, yeah, they would use Illustrator, but if they don't…Probably Canva."
Yoyo,interviewer,Frank,64,"Okay, understood."
Yoyo,interviewer,Frank,65,"I guess in a future setting like that, in what scenarios do you see yourself?"
Yoyo,interviewer,Frank,65,"Like, why would you keep on using Canva in the future?"
Yoyo,interviewee,Yoyo,66,"I feel like for, like, personal reasons, for example, if I'm gonna throw, like, a birthday party or something, and then I basically… I don't… I don't really need it to be, like, that professional, I'll probably just go in, like, something on Canva."
Yoyo,interviewee,Yoyo,66,"I guess I'm definitely… I don't think I'm gonna use it for, like, club purposes or things like that, unless it's something, like, super casual."
Yoyo,interviewee,Yoyo,66,"Like, um, for example, if I'm… because I'm at Designer Columbia, like, there's no way I'm gonna use Canva."
Yoyo,interviewee,Yoyo,66,"For that, because it's, like, so design-focused."
Yoyo,interviewee,Yoyo,66,"But for example, if it's, like, for, like, a cultural club, like, for example, like a Hong Kong club, Like, and they want to host, like, a mixer, or, like, a party or something."
Yoyo,interviewee,Yoyo,66,"Okay, they will probably use Canva, because it's so easy to use, and it's so, like… quick to just form a poster."
Yoyo,interviewee,Yoyo,66,"Um, and I guess another reason why I might still use Canva in the future is, for example, like, if there's so many, like, events that's gonna happen, like, each week, and I really don't have the time to, like, really navigate to, like, Illustrator or, like, Figma a lot, then I'll probably just, like, put it in Canva for, like, low-stakes stuff."
Yoyo,interviewer,Frank,67,Okay.
Yoyo,interviewer,Frank,67,"I just wanted to ask this again, but except for the frustrations and pain points you said about using Canva before Personally, when I was using Canva, when I had to switch from accounts, like, our school changed from LMS to a student.isf.edu, and then at my university, and I had my personal account."
Yoyo,interviewer,Frank,67,"I actually have, like, 3 or, like, four separate Canva accounts, one for my professional personal account, one for my… Like, the one I created back in grade 2."
Yoyo,interviewer,Frank,67,"I have also my LMS and Zoom one, so when I was trying to transfer designs, and I was trying to, like, switch email accounts, I was really difficult for me."
Yoyo,interviewer,Frank,67,"I don't know if you've ever had that experience with, like, transferring batches of design templates or switching email accounts."
Yoyo,interviewee,Yoyo,68,"Okay, I… yeah, definitely, I hate it a lot."
Yoyo,interviewee,Yoyo,68,"Um, okay, okay, um, something I noted, because we switched from, like, LMS to, like, just, like, student account in general, right?"
Yoyo,interviewee,Yoyo,68,"Um…my, like, a lot of my designs, like, I feel like it was really weird, because when I, like… there's this option called, like, sign in using Google, right?"
Yoyo,interviewee,Yoyo,68,"And then, like, my email popped up, it was, like, student… it was, like, the student account email, which was supposed to be the right one, but whenever I use, like, um, sign in through Google, it transfers me to my LMS account, which is, like, super annoying, because that one's, like, not… that one's, like… I don't have, like, the premium function in that one."
Yoyo,interviewee,Yoyo,68,"And I had to, like, switch back and then sign in manually, like, I have to type my email up manually, or, like, student account, and then I need… I remember so clearly that I need to…Um, like, get a verification code every time I sign in if I do it manually, but that's the only way."
Yoyo,interviewee,Yoyo,68,"So it gets, like, really annoying at one point."
Yoyo,interviewee,Yoyo,68,"But right now, I feel like it's fine, because, like, I switched completely to, like, a university account."
Yoyo,interviewee,Yoyo,68,"So that's okay, but it was just really annoying for me doing high school."
Yoyo,interviewer,Frank,69,Okay.
Yoyo,interviewer,Frank,69,"Then, have you ever had to, for example, share a batch or transfer a batch of designs or templates from one account to another?"
Yoyo,interviewer,Frank,69,And what was your experience with that?
Yoyo,interviewee,Yoyo,70,"Honestly, I haven't… I did it with my LMS and, like, my student account."
Yoyo,interviewee,Yoyo,70,"It was really annoying, because, like, there's… you send, like, invitations and stuff, and then especially when you're sharing it with, like, other collaborators, Um, and it's like, I feel like it's just harder to navigate because, like, especially when you want to make someone a viewer or an editor, it's just super hard to, like… really, like, um, really, like, do that, and then just differentiate between that, because I feel like for, like, for example, for Google, it's just really easy to just click, like, comment or editor and stuff."
Yoyo,interviewee,Yoyo,70,"But I remember with, like, Canva, I did have issues with that at first, but afterwards it was okay."
Yoyo,interviewee,Yoyo,70,"And then currently, um, currently I don't really need to, like, transfer, like, projects and stuff across my high school account to my uni account, because it's a completely different thing like that."
Yoyo,interviewee,Yoyo,70,"So I feel like that's not my major concern, but I will definitely see it as something that's, like, a problem."
Yoyo,interviewee,Yoyo,70,"If you're, like, in high school and you're switching between accounts."
Yoyo,interviewer,Frank,71,Okay.
Yoyo,interviewer,Frank,71,"What do you think, then, as a designer?"
Yoyo,interviewer,Frank,71,"If Canva wanted to, let's say, keep users from transferring high school to University, or from university to a more professional setting, what improvements do you think Canva could make?"
Yoyo,interviewee,Yoyo,72,"Honestly, I feel like they could make things, like, they could add a better grid system that makes everything more precise."
Yoyo,interviewee,Yoyo,72,"Um, and I feel like… maybe make AI a plugin?"
Yoyo,interviewee,Yoyo,72,I'm not sure.
Yoyo,interviewee,Yoyo,72,"I feel like people will still use it, and it's already there, so it's, like, really hard to, like, modify it."
Yoyo,interviewee,Yoyo,72,"And I feel like it really depends on the purpose, because I feel like, um… If Canva switched to something more like Illustrator, people will not… I feel like people… it doesn't make people want to use Canva more, because Illustrator's already there, and it's, like, something that's always been there."
Yoyo,interviewee,Yoyo,72,And I feel like what makes Canva special is just how easy and simple it is for people who are not professional to use it.
Yoyo,interviewee,Yoyo,72,"And I feel like, um, other platforms don't… are not as good as Canva in doing so, just to make things, like, really simple."
Yoyo,interviewee,Yoyo,72,"So I feel like that's… that's something that makes Canva, like, really special, and I feel like if they really change it, something more Figma-like, or something more Illustrator-like."
Yoyo,interviewee,Yoyo,72,"People still won't use it, so I I feel like they could improve a few functions, like image filter and stuff like that, but I feel like they could also keep, like, the idea of, like, templates."
Yoyo,interviewee,Yoyo,72,"And things like that, just because, like, that's what makes this, like, so special and so easy to use."
Yoyo,interviewee,Yoyo,72,"So I feel like, um, something for Canva is just to, like, make sure that they still keep it, like, simple, and then, um, easy to use for, like, beginners, but also just to, like, Improve a few functions, but I don't think they need to, like, really, like, drastically change it and to make it all, like, we want this to be, like, something, like, more professional-based, like, I feel like that's not something they should do."
Yoyo,interviewer,Frank,73,Okay.
Yoyo,interviewer,Frank,73,"Specifically, I wanted to ask, you talked about the features that create and privileged included the grid and the photo image filter function."
Yoyo,interviewer,Frank,73,What specifically could they do to the image filter function?
Yoyo,interviewee,Yoyo,74,"Um, for example, um, there's, like, photo editing, like, softwares, for example, like Snapseed, which is, like, sponsored by Google, and then they do a lot… they can change, like, Not just they can change, like, brightness, like, contrast, and things like that, they could also, like, modify, like, specific colors and, like, curves and things like that."
Yoyo,interviewee,Yoyo,74,"And I… I remember Canva too, they do have it, but it's, like, just, like, they simplified it a lot."
Yoyo,interviewee,Yoyo,74,"Um… And it's mainly, like, things like just, like, brightness, contrast, and, like, the most basic things you could adjust."
Yoyo,interviewee,Yoyo,74,"And then, like, basic filters."
Yoyo,interviewee,Yoyo,74,"Um, which I felt like was not that good, I guess."
Yoyo,interviewee,Yoyo,74,"So I feel like they could, like, incorporate a bit more, like, kind of, like, professional kind of, like, photo editing, like, functions."
Yoyo,interviewee,Yoyo,74,"Maybe they could check out… maybe check out, like, Snapseed or something, because I feel like that's quite useful, and people do use it, like, do use it a lot."
Yoyo,interviewee,Yoyo,74,"And then there's also this other, like, app called… polar, and then they're super good at making filters, and it's saving filters too."
Yoyo,interviewee,Yoyo,74,"So, for example, if you, like, edit it, like, specifically to how you want, you can save it as a new filter and still use it next time."
Yoyo,interviewee,Yoyo,74,"For example, for a series of photos, so you ensure consistency and stuff."
Yoyo,interviewee,Yoyo,74,I don't… I don't remember Canva having similar function.
Yoyo,interviewee,Yoyo,74,"I mean, a lot of design softwares don't have that function, so I feel like it would be cool if they could, like, incorporate it."
Yoyo,interviewer,Frank,75,Okay.
Yoyo,interviewer,Frank,75,"So, Polar, Snapseed and photo editing, more professional photo editing functions, So, like, because Canva only gives you the basic sliders and filters, right?"
Yoyo,interviewer,Frank,75,"Um, they could give you, like, more professional filters or more customizable ones."
Yoyo,interviewer,Frank,75,Great!
Yoyo,interviewer,Frank,75,Yeah.
Yoyo,interviewer,Frank,76,"Other than those features or functions, what other designing features or functions do you think Canva could improve?"
Yoyo,interviewee,Yoyo,77,"I feel like it's… they really, like, push people to pay for good functions."
Yoyo,interviewee,Yoyo,77,"Especially for icons, because honestly, I use Canva a lot, just because they provide icons so easily, and they provide so many different types of icons."
Yoyo,interviewee,Yoyo,77,"Um, but then, like, of course, like, the good ones, you need to pay for them, and that was really annoying."
Yoyo,interviewee,Yoyo,77,"Um, that I feel like that would make people switch out from Canva."
Yoyo,interviewee,Yoyo,77,"Especially, so I feel like… Maybe Canva should, like, still offer a few kind of, like, free icons that are, like, good-looking enough."
Yoyo,interviewee,Yoyo,77,"But I just feel like it's not that… it's not… it's not a great idea to make everything, like, premium-based."
Yoyo,interviewee,Yoyo,77,"I feel other than that, it's okay."
Yoyo,interviewer,Frank,78,"Okay, do you know any other features?"
Yoyo,interviewer,Frank,78,"Like, maybe just not… free or paid ones, but maybe just not, like, oh, the paid ones are better, but some existing… premium features or some existing free features that they can make better than they already are."
Yoyo,interviewee,Yoyo,79,"Okay, um, I was just looking at Canva, like, right now, and I realized, um, mock-ups, Like, because as a designer, like, Especially, like, for, like, just, like, 2D design in general, sometimes I do a lot of, like, mock-ups, like, especially, um… For example, like, in high school, if I wanted to print, like, a graphic 2D design on, like, a cup, And I want to see how it looks."
Yoyo,interviewee,Yoyo,79,"Um, I'll probably search up, like, a mock-up, like, editor and things like that, which… Figma does provide, if you import… if your import plugins in."
Yoyo,interviewee,Yoyo,79,"Um, so you can, like, really simulate how it looks, and especially for, like, UI, you want to put it, like, in, like, a foam."
Yoyo,interviewee,Yoyo,79,"Like a phone frame, like, for example, like, iPhone 17, and you want to see how it looks, like, on a phone."
Yoyo,interviewee,Yoyo,79,"Um, I figured that's really useful if you're making, like, a mock-up."
Yoyo,interviewee,Yoyo,79,"I know Canva does provide mock-up, But then they're, like, the mock-up pamphlets are, like, really… they're… I don't think they're, like, they look quite bad when you put your design on there, and, like, Sometimes the proportions and sometimes the shapes, they just don't look natural."
Yoyo,interviewee,Yoyo,79,"It's like you put something 2D that is flat, Um, directly on something 3D, but the 2D designs still fly, and it doesn't, like, circulate around the 3D, like, form, and that's quite annoying."
Yoyo,interviewee,Yoyo,79,So I feel like that could definitely be improved on.
Yoyo,interviewer,Frank,80,Okay.
Yoyo,interviewer,Frank,80,"Well, when you say that kind of mocks up and wireframes don't look natural, what do you mean specifically by that?"
Yoyo,interviewee,Yoyo,81,"Okay, like, for example, I generate a 2D design using, like, Canva, which is good, because they're so good at doing 2D designs."
Yoyo,interviewee,Yoyo,81,And then I want to see how it looks on something that's 3D.
Yoyo,interviewee,Yoyo,81,"Um, so I… they do have this function where I can import something to the end, they can, like, directly, like, oh, try and make it realistic on, like, a 3D thing."
Yoyo,interviewee,Yoyo,81,"Okay, for the last time I did it, It was on, like, a mug, And then, you know how mug, it's, like, circular."
Yoyo,interviewee,Yoyo,81,"It's like a cylinder, right?"
Yoyo,interviewee,Yoyo,81,"And then I have to pay, like, it pays, like, a 2D design on there, And it basically… it was just the 2D design, like, flat with, like, no perspective on there, so it was just, like, a design and a mug."
Yoyo,interviewee,Yoyo,81,"But not, like, a design on, like, the mug in, like, a cylinder and, like, a circular way."
Yoyo,interviewee,Yoyo,81,"That, that really, like, makes it, like, put everything in perspective."
Yoyo,interviewee,Yoyo,81,"Like, they don't really do that successfully."
Yoyo,interviewee,Yoyo,81,"So I feel like that's also, like, another concern."
Yoyo,interviewer,Frank,82,"Okay, great, thanks."
Yoyo,interviewer,Frank,82,"Well, does other, um, do other services do that successfully, like Figma and AI, do they have a feature where they allow you to wrap a 2D around a 3D design?"
Yoyo,interviewee,Yoyo,83,"Um, you really need to find a good plugin for that."
Yoyo,interviewee,Yoyo,83,"Figma's also not that good with it right now, but it really depends on the plugin."
Yoyo,interviewee,Yoyo,83,"Uh, you have to search on the internet and stuff and see if they have, like, good plugins and things."
Yoyo,interviewee,Yoyo,83,"So I feel like, honestly, like, I don't have, like, that much of, like, a high expectation for, like, Figma to really fix it, because it's really hard for, like, once…like, one platform, one software to make everything so good, and, like, everything perfect."
Yoyo,interviewee,Yoyo,83,"So I'm just saying, it's like… Something that they should, like, work on if they already provided that platform, but if they did not, then probably they don't really need to, like… really focus on it."
Yoyo,interviewer,Frank,84,Got it.
Yoyo,interviewer,Frank,84,"I didn't know Canva had a mock-up feature where you… It allowed you to wrap it around, or do they don't have that, and you just slapped… you just slap the 3D mug, and you slap a design on it, and they don't have a wraparound feature."
Yoyo,interviewee,Yoyo,85,I think they do.
Yoyo,interviewee,Yoyo,85,"It's like, because I searched it up, I was, like, searching, like, mock-up editor, because I was also looking for a plugin to do that, and then Canva popped up, and it was, like, 3 AI mock-up generator."
Yoyo,interviewee,Yoyo,85,"And then so it's like, oh, create a mock-up, easy drag-and-drop editor, and then you just, like, you can put it on a t-shirt and stuff."
Yoyo,interviewee,Yoyo,85,"And it's just, like, it's just not that good, I can't lie, like…"
Yoyo,interviewee,Yoyo,86,"I think the point is just, like, oh, Canva's still really good, it's super easy to use, um… But, like, it's just, like… I guess it's just not something that I would… I would be using a lot, just because I'm going, like, for, like, the more artistic and, like, design-related, like, career path, but I feel like it will still be, like, really useful for, like, other careers and stuff."
Kush,interviewer,D,1,"So, can you tell us a little bit about yourself, your name, your age, your job, and what you do in your free time?"
Kush,interviewee,Kush,2,"Yeah, my name is Kush Bhatia."
Kush,interviewee,Kush,2,I am 22 years old.
Kush,interviewee,Kush,2,"I just graduated from Emory University and I work at Visa as a client services associate, and in my free time, I like to explore new restaurants and go to the gym."
Kush,interviewer,D,3,Great.
Kush,interviewer,D,3,And can you tell us a little bit about your engagement with Canva as of now?
Kush,interviewee,Kush,4,"As of right now, I don't use Canva primarily as it's not the biggest use within my day to day job at work."
Kush,interviewer,D,5,Cool.
Kush,interviewer,D,5,Have you used it in the past before?
Kush,interviewee,Kush,6,"Yeah, it was a big thing used throughout my college classes for, like, slide decks to work with people on team presentations and just in my clubs for like marketing reasons."
Kush,interviewer,D,7,Hmm.
Kush,interviewer,D,7,"So, can you tell me about when you first started using Canva and why you started using it?"
Kush,interviewer,D,7,"I mean, you touched on it in your previous answer, but I'd love to hear more about when you were first exposed to the platform."
Kush,interviewer,D,7,"And yeah, if you could just articulate a little bit more about certain use cases that you used the platform for."
Kush,interviewee,Kush,8,"Yeah, I think I first really used it when I came to college my freshman year, so I guess four years ago."
Kush,interviewee,Kush,8,Okay.
Kush,interviewee,Kush,8,"When I was trying to join some clubs on campus and I think I applied for one of the marketing positions in one of the business clubs, and I needed to showcase like how I would change what they're currently doing in the club and change it for the future."
Kush,interviewee,Kush,8,And I used it mostly for this entrepreneurship club I was in as we were trying to gain clients and gain people to kind of get some funding for our program.
Kush,interviewee,Kush,8,So that was the first time I used it.
Kush,interviewer,D,9,"Cool, I see."
Kush,interviewer,D,9,"So in high school, you didn't have much exposure to it at all."
Kush,interviewee,Kush,10,"Yeah, I don't think so."
Kush,interviewee,Kush,10,"No, I don't have any."
Kush,interviewee,Kush,10,Yeah.
Kush,interviewer,D,11,Could I ask what platforms you used instead for like creating digital materials or exploring digital literacy?
Kush,interviewee,Kush,12,"Mm, good question."
Kush,interviewee,Kush,12,"I think before that, it was mostly just like using, like Google Slides or... yeah, I know that was mostly like Google Slides."
Kush,interviewee,Kush,12,Maybe like Microsoft Illustrator… in school.
Kush,interviewer,D,13,Interesting.
Kush,interviewer,D,13,Okay.
Kush,interviewer,D,13,"In high school, Microsoft Illustrator?"
Kush,interviewee,Kush,14,"Okay, I know what it was called."
Kush,interviewee,Kush,14,I can't really remember what the name was.
Kush,interviewee,Kush,14,"Okay, but like Microsoft, like... what names... whatever they would have in their…"
Kush,interviewer,D,15,Cool.
Kush,interviewer,D,15,Cool laptops.
Kush,interviewer,D,15,I see.
Kush,interviewer,D,16,Okay.
Kush,interviewer,D,16,So it was basically what your school already had and what was like already integrated into your school's educational platforms.
Kush,interviewee,Kush,17,"Yeah, exactly."
Kush,interviewer,D,18,I see.
Kush,interviewer,D,18,Okay.
Kush,interviewer,D,18,Cool.
Kush,interviewer,D,18,"My next question for you is: when did you stop using Canva and what changed, what exactly changed that led you to stop using it?"
Kush,interviewee,Kush,19,I think it was when I graduated in May of this year.
Kush,interviewee,Kush,19,Mm hmm.
Kush,interviewee,Kush,19,"Because I kind of like I was no longer in college clubs, and I wasn't really in an audience area where I needed to create new digital art anymore."
Kush,interviewee,Kush,19,"And in my current role, I'm not in that kind of role where I need any marketing tools to talk to clients or, like, showcasing digital arts."
Kush,interviewee,Kush,19,So that's kind of been a reason why I haven't used it since then.
Kush,interviewer,D,20,So have you started using any other tools instead of Canva for any type of digital materials?
Kush,interviewee,Kush,21,"I guess in a similar way, but kind of different, and I guess incorporated now it's more so like how to illustrate data, which is through like PowerBI and Tableau."
Kush,interviewee,Kush,21,"So it's not the same as Canva where you're making a flyer, but to illustrate like media in some way, I guess those are the main ways that I would use it now."
Kush,interviewer,D,22,"Got it, I see."
Kush,interviewer,D,22,"Um, and then I guess when you were using Canva in college, were there any particular challenges or frustrations that made Canva kind of hard to use or less valuable to you?"
Kush,interviewee,Kush,23,"Yeah, I think early on, when I was using on my own, I wouldn't pay for the service, so there were a lot of barriers to like what you could do and what I wanted to convey through like the digital art."
Kush,interviewee,Kush,23,"But once I was able to join some clubs, we would pay for the premium package, and then you were able to like get a lot more out of it and do whatever you really wanted to do."
Kush,interviewee,Kush,24,"But also, like, I was very basic on what I would create."
Kush,interviewee,Kush,24,I didn't know like how to use a lot of the tools within Canva.
Kush,interviewee,Kush,24,I never like really taught myself.
Kush,interviewee,Kush,24,So I guess that's another barrier too.
Kush,interviewer,D,25,I see.
Kush,interviewer,D,25,Were you ever considering buying Canva Pro for yourself for personal usage at all?
Kush,interviewee,Kush,26,"I did consider it and funny enough, now I remember, within school I did take a Canva class."
Kush,interviewee,Kush,27,"We had a Canva class that I did take, and I had to do it for one semester."
Kush,interviewee,Kush,27,So I do remember that now actually.
Kush,interviewer,D,28,Interesting.
Kush,interviewer,D,28,"Wait, like there was a class?"
Kush,interviewee,Kush,29,"Jess—yeah, yeah."
Kush,interviewee,Kush,29,"So we had like one class that was like you take an Excel class asynchronously for a month or for a semester, and then we had a Canva one, we had an AI one."
Kush,interviewee,Kush,29,So I’d take a Canva one one semester.
Kush,interviewer,D,30,Interesting.
Kush,interviewer,D,30,Can you explain a little bit more about this class and what it entailed?
Kush,interviewee,Kush,31,"Yeah, it was mostly how to sell yourself within a corporate setting and within like using a slide deck within Canva, less digital media of like flyers and stuff like that."
Kush,interviewee,Kush,31,"But throughout the course, it was… and so we just didn't really have a teacher telling us anything, but we had to create a lot of presentations on certain topics that we were passionate about and also record ourselves on a five-minute presentation and upload it for our, like, teacher I guess who would grade us for it."
Kush,interviewer,D,32,"Hmm, I see."
Kush,interviewer,D,32,That's super interesting.
Kush,interviewer,D,32,So the class is for like a corporate context.
Kush,interviewer,D,32,What is your opinion on Canva within a more professional environment?
Kush,interviewee,Kush,33,"Yeah, so I think it's interesting, because I think it is very useful."
Kush,interviewee,Kush,33,"Because I know the program that I'm in, we have like—my role is called client services—and next month is called client services month for our entire company."
Kush,interviewee,Kush,33,And I know the people that are on the marketing team primarily use Canva and they're the ones talking to a lot of senior leadership and executive VPs.
Kush,interviewee,Kush,33,"And I know it is a strong tool, especially with how AI is being developed into it, so now it's starting a lot easier for a lot of people because they can just put their prompt and now it's connected to like ChatGPT and Copilot."
Kush,interviewee,Kush,34,So I think it is a really great tool.
Kush,interviewee,Kush,34,It just depends on what your role is within corporate America and if you are able to use it or not use it.
Kush,interviewer,D,35,"Okay, cool."
Kush,interviewer,D,35,That class is—that's so interesting.
Kush,interviewer,D,35,"I've never heard of like a class that was primarily through Canva, so that's cool."
Kush,interviewer,D,35,Have you heard in college ever of Canva for Campus or Canva for Education along the same vein?
Kush,interviewee,Kush,36,"I don't think so, no."
Kush,interviewee,Kush,36,I haven't heard that.
Kush,interviewer,D,37,"Okay, that's totally fine."
Kush,interviewer,D,37,"And then I guess my final question for you is: would you ever consider coming back to Canva and if so, what would that look like?"
Kush,interviewer,D,37,"And if not, why not?"
Kush,interviewee,Kush,38,"I mean, I think so."
Kush,interviewee,Kush,38,"I think one, if it's like a personal reason, I could definitely see myself—if I need a reason to create any digital art, I think it is a good reason."
Kush,interviewee,Kush,38,"I was actually thinking about doing it on my own to use it for like decorative purposes for like a lot of the art I want to have in my room, and I know I can connect it in that way."
Kush,interviewee,Kush,39,"So on a personal level, yes, I think I would use it."
Kush,interviewee,Kush,39,"On a professional level, I think if there was ever an opportunity at work where I needed to create something, whether it’s like an employee resource group or if there's an event happening within my— in the Atlanta office or something like that, I would definitely use Canva again."
Kush,interviewee,Kush,40,"So I do see myself using it again, but not right now."
Kush,interviewer,D,41,I see.
Kush,interviewer,D,41,"Okay, cool."
Kush,interviewer,D,41,Is there anything else that I didn't specifically ask you about that you want to share?
Kush,interviewer,D,41,"If not, that's totally fine."
Kush,interviewee,Kush,42,"Um no, I think you got it."
Kush,interviewer,D,43,"Okay, cool."
Kush,interviewer,D,43,"Thank you so much, Kush."
Kush,interviewee,Kush,44,Of course.
Kaveri,interviewer,Navaa,1,"So feel free to tell us a little bit about yourself; name, age, job, what do you do with your time?"
Kaveri,interviewee,Kaveri,2,My name is Kaveri.
Kaveri,interviewee,Kaveri,2,"I'm 19, I'm a sophomore in college."
Kaveri,interviewee,Kaveri,2,"Um, I go to Dartmouth."
Kaveri,interviewee,Kaveri,2,"I guess my job is that I'm a student, um, and I am studying bio, CS, anthropology, etc, and, and pre-med, yeah, I guess that's it,"
Kaveri,interviewer,Navaa,3,"Ok, the big, sort of, like overarching question that kind of shapes the rest of the interview is, would you describe yourself as like a current, active user of Canva; or, would you describe yourself as someone that maybe used Canva in the past, but doesn't anymore, or just doesn't use Canva at all."
Kaveri,interviewee,Kaveri,4,I'm definitely like a current active user of Canva.
Kaveri,interviewer,Navaa,5,"So first and foremost, I do know that Dartmouth does have a version of Canva for campus, some kind of like Canva premium partnership."
Kaveri,interviewer,Navaa,5,"So do you personally, through Dartmouth, have a Canva pro subscription, or just on the personal side, like, have you bought your own?"
Kaveri,interviewer,Navaa,5,"And if so, how long have you had it for?"
Kaveri,interviewee,Kaveri,6,"Yeah, I have the Dartmouth subscription, and I've had it, I guess, for, like, however long I've been in college."
Kaveri,interviewee,Kaveri,6,"So, like, what, like, a year and a half now,"
Kaveri,interviewer,Navaa,7,What would you say is the biggest value that Canva provides for you currently?
Kaveri,interviewer,Navaa,7,"And why do you, like, use and choose Canada uniquely."
Kaveri,interviewee,Kaveri,8,"I do social media stuff for, um, the debate team that I'm on, as well as for the Global Health Coalition that I lead, and so it's really useful for, like promotional information to like just post like different things that different people are doing."
Kaveri,interviewee,Kaveri,8,"Things that, like my clubs have been doing, and it's like a cool way to reach people, especially on like Instagram and also through email, because you can have like cool flyers and things like that."
Kaveri,interviewee,Kaveri,8,"I feel like I use Canva because it's like, the only design platform that I really know how to use."
Kaveri,interviewee,Kaveri,8,"I guess there's, like, Adobe, but I don't really know if you can make posters on it."
Kaveri,interviewee,Kaveri,8,I'm sure there's a bunch.
Kaveri,interviewee,Kaveri,8,"I think Canva is, like, one, the most well known, and two, it's very user friendly."
Kaveri,interviewee,Kaveri,8,"And I used it a bunch of in high school, so I'm just kept using it here."
Kaveri,interviewee,Kaveri,8,"And also, like, all of the upperclassmen that I know who had positions that I have now used Canva, so we have the templates and all the things for it."
Kaveri,interviewee,Kaveri,8,"So it's just, it makes sense to just be able to use it."
Kaveri,interviewer,Navaa,9,"Yeah, that makes a lot of sense."
Kaveri,interviewer,Navaa,9,"We're definitely interested in the sort of like timeline of, if the only thing you've been exposed to is Canva, is the reason you're using it is because, like, a unique feature of Canva?"
Kaveri,interviewee,Kaveri,10,"So I can't, yeah, sorry, I can't say because I, like, have not used any other design platforms."
Kaveri,interviewer,Navaa,11,"All right, so what are some reasons you would stop using Canva?"
Kaveri,interviewer,Navaa,11,Have you switched to another design tool before?
Kaveri,interviewer,Navaa,11,"And if yes, which one and why?"
Kaveri,interviewer,Navaa,11,That’s a lot of questions.
Kaveri,interviewer,Navaa,11,Wow.
Kaveri,interviewee,Kaveri,12,The only other thing I've used is for my research.
Kaveri,interviewee,Kaveri,12,"Well, I used to do cognitive psychology research, and for that research, we would run behavioral studies, and so we need to advertise them to people to be able to come to us and do them."
Kaveri,interviewee,Kaveri,12,And I used to have to make flyers.
Kaveri,interviewee,Kaveri,12,"And instead of, like, going through all of the like, work of making a flyer on Canva, I just asked chatGPT to make it for me."
Kaveri,interviewee,Kaveri,12,"And it was a lot easier, because I just, like, plugged in the things that I wanted, and it spit me out something."
Kaveri,interviewee,Kaveri,12,"It just took a while, and I had to, like, make a bunch of tweets."
Kaveri,interviewee,Kaveri,12,"But I was very pressed for time, and it was just fast."
Kaveri,interviewee,Kaveri,12,"So I think as llms become more efficient and accurate at making flyers and posters, I feel like it will render Canva a little bit less useful, because also, like, I'm not like, a graphic designer."
Kaveri,interviewee,Kaveri,12,"I'm not someone that wants to be spending, like, a ton of time making flyers on Canva."
Kaveri,interviewee,Kaveri,12,"And I'm like, not a super artsy person."
Kaveri,interviewee,Kaveri,12,"And so like, the quicker I can get something done and post it or put up, the easier it is for me."
Kaveri,interviewee,Kaveri,12,"So that's why I like platforms that just, like, do it for you."
Kaveri,interviewee,Kaveri,12,"Like you feed it the information, and it does it for you."
Kaveri,interviewee,Kaveri,12,So I think my problem is that like chat GPT is not great at doing it.
Kaveri,interviewee,Kaveri,12,"And I know there's other platforms like like Google, deep seek or whatever."
Kaveri,interviewee,Kaveri,12,"There's like Gemini, well, there's a bunch of different like llms that I'm sure can do similar things."
Kaveri,interviewee,Kaveri,12,"But I feel like once they become advanced enough, then I will probably stop using Canva, or when my subscription ends, because, yeah, then I don't really want to."
Kaveri,interviewee,Kaveri,12,I feel like Canva Pro is really useful.
Kaveri,interviewer,Navaa,13,"Yeah, that actually that feeds into like, two, like, really interesting, like, sort of auxiliary questions, like, so Canva does have AI features right now, right?"
Kaveri,interviewer,Navaa,13,Do you find yourself using those?
Kaveri,interviewer,Navaa,13,And would you appreciate more AI features specifically?
Kaveri,interviewer,Navaa,13,"What do you see as like, the relationship between your use of Canva and then, like, AI?"
Kaveri,interviewee,Kaveri,14,I want more AI features.
Kaveri,interviewee,Kaveri,14,I just wanted to do it for me.
Kaveri,interviewee,Kaveri,14,"Like, I want to give it information, and I just wanted to spit out a flyer for me, because sometimes I also just don't know how I want to design a flyer."
Kaveri,interviewee,Kaveri,14,"I'm like, Just do it, I don't want to have to figure out, like, what color I want and what shape I want, or whatever."
Kaveri,interviewee,Kaveri,14,"Like, I know that Google Slides has this feature where, like, you can design a slide, and then it'll give you explore options, and it'll change the style of the slides for you based on things that it thinks it looks nice to do."
Kaveri,interviewee,Kaveri,14,"I think this has been around for like, 10 years now."
Kaveri,interviewee,Kaveri,14,"Before llms became a huge thing, and I really liked that, I said a lot in like, middle and high school."
Kaveri,interviewee,Kaveri,14,"And I feel like if Canva had something like that where, like, even if you, like, made your flyer and then had, like, suggested options for how to make it better, I don't know."
Kaveri,interviewee,Kaveri,14,Maybe it does.
Kaveri,interviewee,Kaveri,14,"I'm not, like, very well versed in the Canva features, but I feel like that could be nice, because especially someone who's not, like, super design heavy, I like, would appreciate more aid in trying to design these things."
