interviewee,role,speaker,line_number,sentence,hf_label,hf_score,hf_compound
Yoyo,interviewee,Yoyo,19,"I feel like it's more like Adobe Illustrators and stuff, because, um, like, I also applied to, like, a bunch of, like, clubs, like, for media, like, roles, and they told me that they don't accept Canva.",neutral,0.6652706861495972,0.0
Yoyo,interviewee,Yoyo,19,"Like, they only use Adobe Illustrators and things like that.",neutral,0.6887326240539551,0.0
Yoyo,interviewee,Yoyo,20,"Yeah, I specifically asked that.",neutral,0.8533043265342712,0.0
Yoyo,interviewee,Yoyo,20,"Yeah, because I feel like, um, I think it's mainly because, like, Canva, it's like, they provide you so many templates, and it's just, like, really easy for you to just, like, replicate designs that are, like, not that original.",neutral,0.615447461605072,0.0
Yoyo,interviewee,Yoyo,20,"So they were like, oh, use Adobe Illustrator because it's, like, more unique, I guess.",positive,0.5169174671173096,0.03383493423461914
Yoyo,interviewer,Frank,21,"Oh, okay.",neutral,0.6342689990997314,0.0
Yoyo,interviewer,Frank,21,"Wait, I didn't know that.",neutral,0.6373668909072876,0.0
Yoyo,interviewer,Frank,21,"So, the clubs and universities, the ones you apply to actually specifically said don't use Canva, use Adobe Illustrator?",neutral,0.7818438410758972,0.0
Yoyo,interviewee,Yoyo,22,"Um, I asked them, like, oh, do you guys usually use Canva, or do you accept, like, using Canva for it?",neutral,0.9215133786201477,0.0
Yoyo,interviewee,Yoyo,22,"And they're like, oh, we still prefer Adobe Illustrator, and we barely use it.",negative,0.4713161885738373,0.05736762285232544
Yoyo,interviewee,Yoyo,22,"So basically, we're not… I was not that allowed to, like, use it, I guess, because it's, like, more, like, illustrator-focused.",negative,0.6948720216751099,-0.3897440433502197
Yoyo,interviewer,Frank,23,"What do you think you'll be doing in the future, career-wise, and what's your major currently?",neutral,0.7575012445449829,0.0
Yoyo,interviewer,Frank,23,"Do you think you're gonna need to be doing mainly just UI design, graphics design?",neutral,0.892707109451294,0.0
Yoyo,interviewer,Frank,24,"Do you see yourself using Canva as you progress into more professional settings, like professional clubs and internships, or when you eventually get a job?",neutral,0.8705490231513977,0.0
Yoyo,interviewee,Yoyo,25,"I thought Canva would be, like, useful for me in the long term until, like, I feel like when I contacted that club, and they were like, oh, I don't think we really accept Canva, and then so I was like, okay, maybe, like, um, in a professional setting, they don't really like Canva in general, so I feel like I might be switching to… things like Illustrator, and I guess it's just, like, Figma.",negative,0.4891241788864136,0.02175164222717285
Yoyo,interviewee,Yoyo,25,"more, because I feel like… I don't know, I feel like Canva is something for, like, more, like, casual designers and people who just need to design for, like, And, like, at a beginner's level, so I'm not really sure about that, but I, like… If I had to, like, really answer that question, I don't think I would be using Canva in the long term.",neutral,0.5601487755775452,0.0
Yoyo,interviewer,Frank,26,"Could you describe your use of Canva, how frequently have you used Canva since you started to use it, all the way till now, and also how frequent do you think you’ll use it in the future?",neutral,0.8249695301055908,0.0
Yoyo,interviewee,Yoyo,27,"Okay, um, I definitely use it a lot when I just started, because I wasn't great for it, and I had, like, I had, like, basic, basic knowledge on design, so I felt like it was really useful, because it's super, super easy to, like, navigate, for example, to, like, make shapes and, like, just, like, format them, because it's, like, It's on a… it's on… it's usually used on a website, so it's, like, relatively easy and things like that.",positive,0.79928058385849,0.59856116771698
Yoyo,interviewee,Yoyo,27,"Um, and then I feel like when I got to, like, grade 10 or grade 9, I kind of used it, like, extensively.",neutral,0.8507927656173706,0.0
Yoyo,interviewee,Yoyo,27,"I feel like grade 10, especially because I got, like, the premium account for free, and then that's when I started, like, using it for, like, social media posts and things like that.",neutral,0.803391695022583,0.0
Yoyo,interviewee,Yoyo,27,"And I feel like, since I stepped into uni, Um, I use it for, like, my… I think the first social media post I'm doing for, um, a club called Designer Columbia, like, the only club… the design club at Columbia, And then I stopped, and I switched, like, Figma, because, like, I thought it was, like, super hard that I can make it, like, really original.",neutral,0.7947006821632385,0.0
Yoyo,interviewee,Yoyo,28,"So I feel like, in the long term, Um, I might be using less of, like, Canva, maybe?",neutral,0.8348255753517151,0.0
Yoyo,interviewee,Yoyo,28,"Like, I said 30% in general.",neutral,0.7776334881782532,0.0
Yoyo,interviewee,Yoyo,28,"I think… I feel like it's gonna drop to, like, 10 or 5. like, maybe next year.",neutral,0.7003799676895142,0.0
Yoyo,interviewer,Frank,29,"So, Canva isn't very suited for what you want to do now, which is more professional work, Is that what I'm hearing?",negative,0.6527639627456665,-0.305527925491333
Yoyo,interviewee,Yoyo,30,"Yeah, I don't think Canva is very professional, because, okay, um, for Illustrator, what's really good about Illustrator is that you can, like, adjust, like, vectors, like, super easily, and you can make, like, really, like, original shapes.",positive,0.48009490966796875,-0.0398101806640625
Yoyo,interviewee,Yoyo,30,"Like, Canva does offer that, but it's super hard to, like, navigate, especially when you're, like, forming, like, curves and things like that.",negative,0.6816477179527283,-0.36329543590545654
Yoyo,interviewee,Yoyo,30,"And also, um, because, like, Illustrator, it's connected to, like, Adobe, and then functions of, like, Photoshop, so you could easily, like, edit images.",neutral,0.6514419317245483,0.0
Yoyo,interviewee,Yoyo,30,"Especially with, like, just, like, editing images and, like, lighting, and then, like, shades in general, and I feel like with Canva, I feel like there's… Like, they only give you, like, a few filters, and that's it.",neutral,0.5794359445571899,0.0
Yoyo,interviewee,Yoyo,30,"So it's, like, really hard if I'm, like, switching between different platforms, like, I'd rather just focus, like, on one platform that allows me to do, like, everything I need.",negative,0.5058661103248596,-0.011732220649719238
Yoyo,interviewer,Frank,31,"Hmm, okay, got it.",neutral,0.5998784303665161,0.0
Yoyo,interviewer,Frank,31,"So, specifically, you mentioned the filters feature.",neutral,0.8792981505393982,0.0
Yoyo,interviewer,Frank,31,"What other features have you found useful in Canva, and what features like that have you found in comparing… when comparing to other apps have not been so good?",neutral,0.6903683543205261,0.0
Yoyo,interviewee,Yoyo,32,"Um, I feel like what's good about Canva, like, like, there's probably… I remember… I think there's this, like, section called, like, Elements and stuff, and you can just, like, search up, like, shapes and icons, and you can just directly paste it in there.",positive,0.8577368259429932,0.7154736518859863
Yoyo,interviewee,Yoyo,32,"If you have the premium account, because most of them are, like, not free, which is, I feel like it's good.",positive,0.7798904180526733,0.5597808361053467
Yoyo,interviewee,Yoyo,32,"I mean, Figma has, like, related things, but it's, like… It's, like, part of, like, a plugin, and you have to, like, you have to, like, find it yourself from, like, an icon, like, library and things like that, and their icons are, like, not as diverse.",neutral,0.583631694316864,0.0
Yoyo,interviewee,Yoyo,32,"It's Canvas, so probably, if I need to use, like, Figma, I probably have to, like, draw everything.",neutral,0.8413349390029907,0.0
Yoyo,interviewee,Yoyo,33,"Like, when Canva actually provides me, like, the icons already, so I feel like… That's really good about Canva, and I feel like that's why beginners, like, really like to use it, because it's, like, so easy to, like, just pull and then paste it on your design.",positive,0.9660228490829468,0.9320456981658936
Yoyo,interviewer,Frank,34,"In my understanding, at the beginning, you just purely used Canva, and when you got more professional, you started using AI, um, and also Figma and other services like that.",neutral,0.8664679527282715,0.0
Yoyo,interviewer,Frank,35,"So, what was the reason you started to switch from Canva to, like, other services, and when did that happen?",neutral,0.939513087272644,0.0
Yoyo,interviewee,Yoyo,36,"Um, I feel like, um… that kind of happened in, like, grade 7 or 8, because, like, Because I'd say design, like, throughout my high school years, and then, um, we started to, like, use different softwares, like Adobe Illustrator, And then I think I used Illustrator for, like, my flat pack project, where we had to, like, Well, I guess we had to, like, print parts, and then, like, just, like, assemble them together after, like, laser cutting and stuff, and I felt… I felt like, oh, okay, oh, there'll be illustrator's, like, extremely more useful than Canva, especially where you're looking at, like, dimensions, too.",neutral,0.5043120980262756,0.0
Yoyo,interviewee,Yoyo,36,"And then you're just making, like, organic shapes instead of, like…like, abstract, like, squares and, like, circles and things like that, so I felt that was really useful, so I kind of just started, like, switching to Adobe Illustrator afterwards.",positive,0.7438438534736633,0.48768770694732666
Yoyo,interviewer,Frank,37,"Once you discovered illustrator, why would you continue using it, or why did you decide that it was a good time investment to invest into Figma and Adobe Illustrator instead of just sticking to Canva the whole time?",neutral,0.7643787860870361,0.0
Yoyo,interviewer,Frank,37,"Is it because of extracurricular activities or your personal use, or…?",neutral,0.9141190052032471,0.0
Yoyo,interviewee,Yoyo,38,"Um, I feel like extracurricular, definitely, personal use, too.",neutral,0.7767789363861084,0.0
Yoyo,interviewee,Yoyo,38,"Um, I think especially with Figma, because I was more on the UI side, And then the Figma, kind of like… I feel like it's just easier to navigate, because you could put, like, all the pages on the same kind of, like, document, and then you could, like, just scroll through, like, very, like, like, however you want, because for… I think for Figma, if you want to create, like, new pages, it's basically, like, right afterwards, you have to, like, switch back, like, a lot of times.",neutral,0.4932200610637665,0.0
Yoyo,interviewee,Yoyo,38,"And I feel like for, like, Um, I guess for, like, I feel like for Adobe Illustrator and Figma, they have, like, really good, like, dimension settings and stuff, so I could, like… I could, like, put my, like, pieces, like, exactly… Um, like, on where I want them to be.",positive,0.7303759455680847,0.46075189113616943
Yoyo,interviewee,Yoyo,38,"And for Figma, it's like, they don't have, like… I think they do have grids, But their goods are, like, not that useful, because it's, like, not, like, specific enough, I guess.",negative,0.7995001077651978,-0.5990002155303955
Yoyo,interviewee,Yoyo,38,"So if you're like, that's when I really switched to, like, Illustrator and Figma, because I need to be, like, more, like, I guess, like, accurate, um, with dimensions and things, if I wanna, like, work in that kind of field.",neutral,0.7488040924072266,0.0
Yoyo,interviewer,Frank,39,"Mmm, okay.",neutral,0.6585166454315186,0.0
Yoyo,interviewer,Frank,39,"Got it, so what I'm hearing is that… You switched from Canva to Adobe Illustrator and Figma, because Canva grading and dimensions are not very precise.",neutral,0.627568781375885,0.0
Yoyo,interviewee,Yoyo,40,"Yeah, no, that precise, yeah.",neutral,0.5723250508308411,0.0
Yoyo,interviewer,Frank,41,"Why is precision mattered, or why is it valued in this field?",neutral,0.7668341994285583,0.0
Yoyo,interviewee,Yoyo,42,"There's a… I feel like in design, like, especially in design, they really focus on things like, like, symmetry and making it everything, like, organized, and then UI-friendly, um, because, like, there's so many websites out there, and if your website does not look, like, symmetrical, or, like, Um, it's like, everything's, like, not structured in a more, like, in an easy-to-navigate way.",neutral,0.6380593776702881,0.0
Yoyo,interviewee,Yoyo,42,"Like, you basically lose users, so, like, I feel like that's really important, which is, like, really different from arts, because for arts, you could be, like, super abstract and things like that, and people will still, like, look at your thing.",neutral,0.5597748756408691,0.0
Yoyo,interviewee,Yoyo,42,"But for design, because there's so many websites out there, if you don't make it, like, super easy to navigate immediately when you, like, pop up to their homepage, you basically lose users instantly.",negative,0.5168774127960205,-0.033754825592041016
Yoyo,interviewee,Yoyo,42,"So I feel like that's why it's so important to make it super precise and, like, super symmetrical in terms of, like, numbers, too, and just, like, not, like, when you look at it.",positive,0.5036771297454834,0.007354259490966797
Yoyo,interviewee,Yoyo,42,"To, like, make sure that every user is comfortable with it, because you don't know if, like, there's users who's, like, super picky about design and just, like, just, like, looking at, like, oh, how, like, symmetrical it is.",neutral,0.6797987818717957,0.0
Yoyo,interviewer,Frank,43,My next question would be… what's normally… what's typically your design purpose?,neutral,0.9033594131469727,0.0
Yoyo,interviewer,Frank,43,Are you normally making websites?,neutral,0.941448450088501,0.0
Yoyo,interviewer,Frank,43,Are you normally making flyers?,neutral,0.9496605396270752,0.0
Yoyo,interviewer,Frank,43,"Or has that been, like, transforming throughout your whole lifecycle as well?",neutral,0.88092440366745,0.0
Yoyo,interviewee,Yoyo,44,"Um, I feel like it really depends on what type of design, because I do graphic design, I do UI design, and I used to do, like, a bit of, like, product and, like, architectural design in high school, but just for, like, project-based and things like that.",neutral,0.8376522064208984,0.0
Yoyo,interviewee,Yoyo,44,"Um, I feel like currently I'm doing a lot of, like, graphic design and media things, and then I'm starting a, like, a more, like, UX and, like, service design project, and I feel like that's, like, kind of, like, my purpose, I guess, like… Just to make, like, it really depends on the project I'm currently being assigned to.",neutral,0.707237720489502,0.0
Yoyo,interviewee,Yoyo,44,"Because of… yeah, because I feel like I'm getting more, like, project assignments and, like, initiating them currently, so, like, I feel like it's… It really depends on, like, what type of design I'm going for.",neutral,0.7943230867385864,0.0
Yoyo,interviewer,Frank,45,What are some of the specific pain points or frustrations when you use Canva?,negative,0.5326457023620605,-0.0652914047241211
Yoyo,interviewee,Yoyo,46,"Um, I feel like… I would definitely, like, dimensions, and then, like, making sure everything's, like, really precise.",neutral,0.6802805662155151,0.0
Yoyo,interviewee,Yoyo,46,"And then there's also the idea of being original with design, um, because there's, like, a bunch of templates.",neutral,0.5670169591903687,0.0
Yoyo,interviewee,Yoyo,46,"And, like, when I first started Canva, Um, I definitely find myself just using these templates and kind of, like, switching things up, but it's, like, not really original.",neutral,0.4946952164173126,0.0
Yoyo,interviewee,Yoyo,46,"And if you think about it, there's so many users who, like, use Canva, and then at one point, you'll probably see, like, almost identical design on, like, on web, if you're, like, actually, like, using templates from, like, Canva, which is, like, a really bad thing.",negative,0.7892274856567383,-0.5784549713134766
Yoyo,interviewee,Yoyo,46,"For designers, because we're basically taking… taking away, like, their originality and then their creativity.",negative,0.7757546305656433,-0.5515092611312866
Yoyo,interviewee,Yoyo,46,"Which is kind of, like, one of my concerns, but it's also, like, one of the best parts about Canva, if you're not a designer and you just want to, like, make a design.",positive,0.8212080597877502,0.6424161195755005
Yoyo,interviewee,Yoyo,46,"Like, really fast, and things like that.",neutral,0.6614710092544556,0.0
Yoyo,interviewee,Yoyo,46,"And then there's also the idea of, like, photo editing and things, and then just, like, making, like, unique, like, vectors and shapes.",neutral,0.7819900512695312,0.0
Yoyo,interviewee,Yoyo,46,"Which is, like, my main… also, like, one of my main concern.",neutral,0.7213409543037415,0.0
Yoyo,interviewee,Yoyo,46,"But I feel like other than that, it's okay.",positive,0.5758297443389893,0.15165948867797852
Yoyo,interviewee,Yoyo,47,"Oh, and I also, like, I think… Canva added, like, this AI editor thing.",neutral,0.7594873309135437,0.0
Yoyo,interviewee,Yoyo,47,"Like, AI bar or something, like, in their thing, where it, like, literally just, like, you can put, like, keywords in there, and they help you generate design.",neutral,0.7492157220840454,0.0
Yoyo,interviewee,Yoyo,47,"And personally, I don't really like that idea, because it's basically not your design anymore, it's like the AI's design, and then your prompt and everything together.",negative,0.8891721963882446,-0.7783443927764893
Yoyo,interviewee,Yoyo,47,"I don't really… like that, but I feel like I know why they would put that in there, because, like, basically, most websites… They're integrating, like, AI helpers and stuff, but I just don't feel like it's the best way with design.",negative,0.838039755821228,-0.676079511642456
Yoyo,interviewee,Yoyo,48,"Which is why I'm, like, still more focused on, like, I guess illustrators and things, and I do know that Figma, they also do have, like, AI editors and stuff, but I feel like they come as a plugin.",neutral,0.8036397099494934,0.0
Yoyo,interviewee,Yoyo,48,"So, like, if you don't download the plugin, you basically don't use it.",neutral,0.5305719375610352,0.0
Yoyo,interviewee,Yoyo,48,"But then for Canva, it's, like, right there, like, on the left panel, so I feel like it's really easy for people to just, like, directly, like, start using it.",positive,0.5649881362915039,0.1299762725830078
Yoyo,interviewee,Yoyo,48,"Also, like, for designers and stuff.",neutral,0.8342148661613464,0.0
Yoyo,interviewee,Yoyo,48,"I don't feel like that's the best idea, but I do get why they put them there, yeah.",negative,0.7341602444648743,-0.46832048892974854
Yoyo,interviewer,Frank,49,You said something about hard-to-form specific unique vectors or shapes in Canva.,neutral,0.8420513272285461,0.0
Yoyo,interviewer,Frank,49,Why is it important to form unique vectors and shapes from a designer's point of view?,neutral,0.8035023808479309,0.0
Yoyo,interviewee,Yoyo,50,"Um… okay, because, like… Mmm… I feel like a lot of designs, like, out there, they basically use the same shapes.",neutral,0.7748828530311584,0.0
Yoyo,interviewee,Yoyo,50,"It's, like, squares in the circles, and then just, like, basic curvy lines.",neutral,0.8516650795936584,0.0
Yoyo,interviewee,Yoyo,50,"And I feel like if you really want to be unique with it, I feel like it's really important for you to know how to, like, make your own shapes, and especially make it really according to, like, what… I feel like, like, what you actually need, like, for example, for, like, for the club I'm currently in, for Design at Columbia, um, We use, like, specific, like… we don't use specific shapes, like… I mean, we do really focus on consistency and things like that, but, like, We like to add, like, different shapes, just to, like, really catch people's, like, like, kind of, like, eyeballs, in a sense, because there's so many, like, clubs out there that basically, like, okay, like, for example, like, finance clubs, they basically just use, like, squares and, like, squares like rectangles and stuff, and then that's basically their purpose, because they want to look, like, professional.",neutral,0.6453590393066406,0.0
Yoyo,interviewee,Yoyo,51,"But for, like, Designer Colombia, we want to make it, like, more unique.",neutral,0.5210109353065491,0.0
Yoyo,interviewee,Yoyo,51,"So then, like, I feel like making, like, unique backstairs is definitely a way to do so.",positive,0.6267620325088501,0.2535240650177002
Yoyo,interviewee,Yoyo,51,"And also, um… I feel like a lot of people use Canva to make logos, and if you want to make a really unique logo, you definitely need to use, like, bacteria's and unique shapes.",neutral,0.6547808051109314,0.0
Yoyo,interviewee,Yoyo,51,"Because, like, you… because there's only, like, so many ways to combine, like, shapes like squares and circles to make, like, a logo, and if you want to make something that's actually unique, you definitely need to use, like, like, factors in, like, unique shapes, so I feel like that's why, like, I thought it was quite a big concern for me.",neutral,0.6310956478118896,0.0
Yoyo,interviewer,Frank,52,"Regardless, these pain points, so you said it's hard to create unique figures and shapes, it's hard to be precise on Canva, which is bad for retaining users.",negative,0.8318822979927063,-0.6637645959854126
Yoyo,interviewer,Frank,52,"And it's also, um, Canva also has an AI feature that takes, so hey, originality and creativity.",positive,0.5951018333435059,0.19020366668701172
Yoyo,interviewer,Frank,52,You also said before about the filters.,neutral,0.8676301836967468,0.0
Yoyo,interviewer,Frank,52,"Um, I think I also interviewed Quina, and Queena also said something about the filters, and… What are your thoughts on them?",neutral,0.9460948705673218,0.0
Yoyo,interviewer,Frank,52,Why are they bad?,negative,0.8241588473320007,-0.6483176946640015
Yoyo,interviewer,Frank,52,Is it just because there's not enough?,negative,0.6906336545944214,-0.3812673091888428
Yoyo,interviewee,Yoyo,53,"Um, okay, I feel like… Canva filters and Instagram filters are, like, really similar, because when you, like, post stories, and then you, like, swap through the filters, there's basically, like, 5 or 6, and they're, like, either, like, super saturated, or they're, like, black and white.",neutral,0.720914900302887,0.0
Yoyo,interviewee,Yoyo,53,"Um, I feel like that's really difficult to use sometimes.",negative,0.8323624730110168,-0.6647249460220337
Yoyo,interviewee,Yoyo,54,"So, like, if I wanna, like, really use Canva for, like, design purposes, I probably need to, like, switch, like, Photoshop, or other things like Snapseed to, like, edit, like, photos, and then put… and then paste them in.",neutral,0.821521520614624,0.0
Yoyo,interviewee,Yoyo,54,"Which was, like, you really don't want to, like, use two different, like, softwares when you can basically use one, which is the case with, like, Illustrator.",negative,0.556143581867218,-0.11228716373443604
Yoyo,interviewee,Yoyo,54,"So I feel like that's quite, like, a big concern, too.",negative,0.62013179063797,-0.24026358127593994
Yoyo,interviewer,Frank,55,"Okay, understood.",neutral,0.5275537967681885,0.0
Yoyo,interviewer,Frank,56,"So, the idea is that the camera filters are way too Instagramy.",negative,0.6416393518447876,-0.2832787036895752
Yoyo,interviewer,Frank,56,They make it look unprofessional.,negative,0.7999659180641174,-0.5999318361282349
Yoyo,interviewee,Yoyo,57,"Yeah, you could tell it's, like, it's more for, like, casual purposes.",neutral,0.7883159518241882,0.0
Yoyo,interviewer,Frank,58,Okay.,neutral,0.5692517757415771,0.0
Yoyo,interviewer,Frank,58,"Then, when you get an internship or a job as a professional UX designer, do you know what software industries or startups or companies usually look for, or prescribe for designers to use.",neutral,0.8688651323318481,0.0
Yoyo,interviewee,Yoyo,59,"Okay, like, definitely Adobe, like, the whole set of Adobe, because they're, like, super professional with what they do.",positive,0.9159063100814819,0.8318126201629639
Yoyo,interviewee,Yoyo,59,"And then I feel like Figma, it's really debatable, because I know some companies do not like it, because they feel like it's also a bit, like, Canva-ish, but of course, it's like, It's, like, more like… it's definitely, like, more professional, and you do have, like, more flexibility with it, and you… basically, UI designer, they start with Figma when you do, like, basic, like, wireframing.",neutral,0.5385342240333557,0.0
Yoyo,interviewee,Yoyo,59,"But if you want to actually, like, go into them, Um, you basically… I feel like you need to use, like, more, like, other softwares, but I feel like it really differs for, like, depending on the company, but I feel like Figma, it's like, for starters, and probably internships, I feel like that's enough.",neutral,0.8075600862503052,0.0
Yoyo,interviewee,Yoyo,59,"And then I feel like it blends into, like, Adobe quite well, so I feel like it's basically those two.",positive,0.5630912184715271,0.1261824369430542
Yoyo,interviewee,Yoyo,59,"And then, I don't think you use Canva unless you work in Canva.",neutral,0.5835450887680054,0.0
Yoyo,interviewee,Yoyo,59,Yeah.,neutral,0.5797717571258545,0.0
Yoyo,interviewer,Frank,60,Okay.,neutral,0.5692517757415771,0.0
Yoyo,interviewer,Frank,60,"In your experience, um, have you ever met a professional?",neutral,0.9214727878570557,0.0
Yoyo,interviewer,Frank,60,"UI UX designer, that usually, like, hinges a lot on Canva.",neutral,0.7850937247276306,0.0
Yoyo,interviewee,Yoyo,61,"Um, no, I don't think so.",neutral,0.5999263525009155,0.0
Yoyo,interviewee,Yoyo,61,"Like, the president, um, at my Designer Columbia Club, she's currently interning in the… like, at Adobe, and then basically they don't mention Canva at all, and they don't like Canva.",negative,0.6347418427467346,-0.26948368549346924
Yoyo,interviewer,Frank,62,"Okay, so I'm assuming, unless it's, like, just a startup, or they don't have enough expertise or money, or it's, like, in a tech or finance startup, if they really care about the professionality of their designs, they wouldn't really go to Canva.",neutral,0.49650073051452637,0.0
Yoyo,interviewer,Frank,62,"They would go to Adobe, they would go to Figma.",neutral,0.835559070110321,0.0
Yoyo,interviewee,Yoyo,63,"Yeah, if they have, like, extremely, like, high design requirements, and then if they think, like, oh, graphics is a big thing, that, yeah, they would use Illustrator, but if they don't…Probably Canva.",neutral,0.617543637752533,0.0
Yoyo,interviewer,Frank,64,"Okay, understood.",neutral,0.5275537967681885,0.0
Yoyo,interviewer,Frank,65,"I guess in a future setting like that, in what scenarios do you see yourself?",neutral,0.9276522397994995,0.0
Yoyo,interviewer,Frank,65,"Like, why would you keep on using Canva in the future?",neutral,0.5022549033164978,0.0
Yoyo,interviewee,Yoyo,66,"I feel like for, like, personal reasons, for example, if I'm gonna throw, like, a birthday party or something, and then I basically… I don't… I don't really need it to be, like, that professional, I'll probably just go in, like, something on Canva.",negative,0.5624740123748779,-0.12494802474975586
Yoyo,interviewee,Yoyo,66,"I guess I'm definitely… I don't think I'm gonna use it for, like, club purposes or things like that, unless it's something, like, super casual.",neutral,0.6180237531661987,0.0
Yoyo,interviewee,Yoyo,66,"Like, um, for example, if I'm… because I'm at Designer Columbia, like, there's no way I'm gonna use Canva.",negative,0.6173678040504456,-0.2347356081008911
Yoyo,interviewee,Yoyo,66,"For that, because it's, like, so design-focused.",neutral,0.6405707001686096,0.0
Yoyo,interviewee,Yoyo,66,"But for example, if it's, like, for, like, a cultural club, like, for example, like a Hong Kong club, Like, and they want to host, like, a mixer, or, like, a party or something.",neutral,0.8895254135131836,0.0
Yoyo,interviewee,Yoyo,66,"Okay, they will probably use Canva, because it's so easy to use, and it's so, like… quick to just form a poster.",positive,0.7295829653739929,0.45916593074798584
Yoyo,interviewee,Yoyo,66,"Um, and I guess another reason why I might still use Canva in the future is, for example, like, if there's so many, like, events that's gonna happen, like, each week, and I really don't have the time to, like, really navigate to, like, Illustrator or, like, Figma a lot, then I'll probably just, like, put it in Canva for, like, low-stakes stuff.",neutral,0.6911348104476929,0.0
Yoyo,interviewer,Frank,67,Okay.,neutral,0.5692517757415771,0.0
Yoyo,interviewer,Frank,67,"I just wanted to ask this again, but except for the frustrations and pain points you said about using Canva before Personally, when I was using Canva, when I had to switch from accounts, like, our school changed from LMS to a student.isf.edu, and then at my university, and I had my personal account.",neutral,0.6310936212539673,0.0
Yoyo,interviewer,Frank,67,"I actually have, like, 3 or, like, four separate Canva accounts, one for my professional personal account, one for my… Like, the one I created back in grade 2.",neutral,0.8375999331474304,0.0
Yoyo,interviewer,Frank,67,"I have also my LMS and Zoom one, so when I was trying to transfer designs, and I was trying to, like, switch email accounts, I was really difficult for me.",neutral,0.5221055150032043,0.0
Yoyo,interviewer,Frank,67,"I don't know if you've ever had that experience with, like, transferring batches of design templates or switching email accounts.",neutral,0.6802938580513,0.0
Yoyo,interviewee,Yoyo,68,"Okay, I… yeah, definitely, I hate it a lot.",negative,0.9425054788589478,-0.8850109577178955
Yoyo,interviewee,Yoyo,68,"Um, okay, okay, um, something I noted, because we switched from, like, LMS to, like, just, like, student account in general, right?",neutral,0.8831836581230164,0.0
Yoyo,interviewee,Yoyo,68,"Um…my, like, a lot of my designs, like, I feel like it was really weird, because when I, like… there's this option called, like, sign in using Google, right?",negative,0.6868419051170349,-0.3736838102340698
Yoyo,interviewee,Yoyo,68,"And then, like, my email popped up, it was, like, student… it was, like, the student account email, which was supposed to be the right one, but whenever I use, like, um, sign in through Google, it transfers me to my LMS account, which is, like, super annoying, because that one's, like, not… that one's, like… I don't have, like, the premium function in that one.",neutral,0.5214005708694458,0.0
Yoyo,interviewee,Yoyo,68,"And I had to, like, switch back and then sign in manually, like, I have to type my email up manually, or, like, student account, and then I need… I remember so clearly that I need to…Um, like, get a verification code every time I sign in if I do it manually, but that's the only way.",neutral,0.7803627848625183,0.0
Yoyo,interviewee,Yoyo,68,"So it gets, like, really annoying at one point.",negative,0.8795090913772583,-0.7590181827545166
Yoyo,interviewee,Yoyo,68,"But right now, I feel like it's fine, because, like, I switched completely to, like, a university account.",positive,0.6402139663696289,0.2804279327392578
Yoyo,interviewee,Yoyo,68,"So that's okay, but it was just really annoying for me doing high school.",negative,0.807255208492279,-0.6145104169845581
Yoyo,interviewer,Frank,69,Okay.,neutral,0.5692517757415771,0.0
Yoyo,interviewer,Frank,69,"Then, have you ever had to, for example, share a batch or transfer a batch of designs or templates from one account to another?",neutral,0.9217807650566101,0.0
Yoyo,interviewer,Frank,69,And what was your experience with that?,neutral,0.8849069476127625,0.0
Yoyo,interviewee,Yoyo,70,"Honestly, I haven't… I did it with my LMS and, like, my student account.",neutral,0.8129311203956604,0.0
Yoyo,interviewee,Yoyo,70,"It was really annoying, because, like, there's… you send, like, invitations and stuff, and then especially when you're sharing it with, like, other collaborators, Um, and it's like, I feel like it's just harder to navigate because, like, especially when you want to make someone a viewer or an editor, it's just super hard to, like… really, like, um, really, like, do that, and then just differentiate between that, because I feel like for, like, for example, for Google, it's just really easy to just click, like, comment or editor and stuff.",negative,0.7449830770492554,-0.48996615409851074
Yoyo,interviewee,Yoyo,70,"But I remember with, like, Canva, I did have issues with that at first, but afterwards it was okay.",neutral,0.5701964497566223,0.0
Yoyo,interviewee,Yoyo,70,"And then currently, um, currently I don't really need to, like, transfer, like, projects and stuff across my high school account to my uni account, because it's a completely different thing like that.",neutral,0.8093212842941284,0.0
Yoyo,interviewee,Yoyo,70,"So I feel like that's not my major concern, but I will definitely see it as something that's, like, a problem.",negative,0.6470949053764343,-0.29418981075286865
Yoyo,interviewee,Yoyo,70,"If you're, like, in high school and you're switching between accounts.",neutral,0.9224931001663208,0.0
Yoyo,interviewer,Frank,71,Okay.,neutral,0.5692517757415771,0.0
Yoyo,interviewer,Frank,71,"What do you think, then, as a designer?",neutral,0.9171337485313416,0.0
Yoyo,interviewer,Frank,71,"If Canva wanted to, let's say, keep users from transferring high school to University, or from university to a more professional setting, what improvements do you think Canva could make?",neutral,0.8404175639152527,0.0
Yoyo,interviewee,Yoyo,72,"Honestly, I feel like they could make things, like, they could add a better grid system that makes everything more precise.",positive,0.5675210356712341,0.13504207134246826
Yoyo,interviewee,Yoyo,72,"Um, and I feel like… maybe make AI a plugin?",neutral,0.9016506671905518,0.0
Yoyo,interviewee,Yoyo,72,I'm not sure.,neutral,0.7429108619689941,0.0
Yoyo,interviewee,Yoyo,72,"I feel like people will still use it, and it's already there, so it's, like, really hard to, like, modify it.",neutral,0.48465660214424133,0.0
