line_number,speaker,timestamp,text,interviewee,is_interviewee,is_interviewer,role
8,Kush,,"Yeah, I think I first really used it when I came to college my freshman year, so I guess four years ago. Okay. When I was trying to join some clubs on campus and I think I applied for one of the marketing positions in one of the business clubs, and I needed to showcase like how I would change what they're currently doing in the club and change it for the future. And I used it mostly for this entrepreneurship club I was in as we were trying to gain clients and gain people to kind of get some funding for our program. So that was the first time I used it.",Kush,True,False,interviewee
9,D,,"Cool, I see. So in high school, you didn't have much exposure to it at all.",Kush,False,True,interviewer
10,Kush,,"Yeah, I don't think so. No, I don't have any. Yeah.",Kush,True,False,interviewee
11,D,,Could I ask what platforms you used instead for like creating digital materials or exploring digital literacy?,Kush,False,True,interviewer
12,Kush,,"Mm, good question. I think before that, it was mostly just like using, like Google Slides or... yeah, I know that was mostly like Google Slides. Maybe like Microsoft Illustrator… in school.",Kush,True,False,interviewee
13,D,,"Interesting. Okay. In high school, Microsoft Illustrator?",Kush,False,True,interviewer
14,Kush,,"Okay, I know what it was called. I can't really remember what the name was. Okay, but like Microsoft, like... what names... whatever they would have in their…",Kush,True,False,interviewee
15,D,,Cool. Cool laptops. I see.,Kush,False,True,interviewer
16,D,,Okay. So it was basically what your school already had and what was like already integrated into your school's educational platforms.,Kush,False,True,interviewer
17,Kush,,"Yeah, exactly.",Kush,True,False,interviewee
18,D,,"I see. Okay. Cool. My next question for you is: when did you stop using Canva and what changed, what exactly changed that led you to stop using it?",Kush,False,True,interviewer
19,Kush,,"I think it was when I graduated in May of this year. Mm hmm. Because I kind of like I was no longer in college clubs, and I wasn't really in an audience area where I needed to create new digital art anymore. And in my current role, I'm not in that kind of role where I need any marketing tools to talk to clients or, like, showcasing digital arts. So that's kind of been a reason why I haven't used it since then.",Kush,True,False,interviewee
20,D,,So have you started using any other tools instead of Canva for any type of digital materials?,Kush,False,True,interviewer
21,Kush,,"I guess in a similar way, but kind of different, and I guess incorporated now it's more so like how to illustrate data, which is through like PowerBI and Tableau. So it's not the same as Canva where you're making a flyer, but to illustrate like media in some way, I guess those are the main ways that I would use it now.",Kush,True,False,interviewee
22,D,,"Got it, I see. Um, and then I guess when you were using Canva in college, were there any particular challenges or frustrations that made Canva kind of hard to use or less valuable to you?",Kush,False,True,interviewer
23,Kush,,"Yeah, I think early on, when I was using on my own, I wouldn't pay for the service, so there were a lot of barriers to like what you could do and what I wanted to convey through like the digital art. But once I was able to join some clubs, we would pay for the premium package, and then you were able to like get a lot more out of it and do whatever you really wanted to do.",Kush,True,False,interviewee
24,Kush,,"But also, like, I was very basic on what I would create. I didn't know like how to use a lot of the tools within Canva. I never like really taught myself. So I guess that's another barrier too.",Kush,True,False,interviewee
25,D,,I see. Were you ever considering buying Canva Pro for yourself for personal usage at all?,Kush,False,True,interviewer
26,Kush,,"I did consider it and funny enough, now I remember, within school I did take a Canva class.",Kush,True,False,interviewee
27,Kush,,"We had a Canva class that I did take, and I had to do it for one semester. So I do remember that now actually.",Kush,True,False,interviewee
28,D,,"Interesting. Wait, like there was a class?",Kush,False,True,interviewer
29,Kush,,"Jess—yeah, yeah. So we had like one class that was like you take an Excel class asynchronously for a month or for a semester, and then we had a Canva one, we had an AI one. So I’d take a Canva one one semester.",Kush,True,False,interviewee
30,D,,Interesting. Can you explain a little bit more about this class and what it entailed?,Kush,False,True,interviewer
31,Kush,,"Yeah, it was mostly how to sell yourself within a corporate setting and within like using a slide deck within Canva, less digital media of like flyers and stuff like that. But throughout the course, it was… and so we just didn't really have a teacher telling us anything, but we had to create a lot of presentations on certain topics that we were passionate about and also record ourselves on a five-minute presentation and upload it for our, like, teacher I guess who would grade us for it.",Kush,True,False,interviewee
32,D,,"Hmm, I see. That's super interesting. So the class is for like a corporate context. What is your opinion on Canva within a more professional environment?",Kush,False,True,interviewer
33,Kush,,"Yeah, so I think it's interesting, because I think it is very useful. Because I know the program that I'm in, we have like—my role is called client services—and next month is called client services month for our entire company. And I know the people that are on the marketing team primarily use Canva and they're the ones talking to a lot of senior leadership and executive VPs. And I know it is a strong tool, especially with how AI is being developed into it, so now it's starting a lot easier for a lot of people because they can just put their prompt and now it's connected to like ChatGPT and Copilot.",Kush,True,False,interviewee
34,Kush,,So I think it is a really great tool. It just depends on what your role is within corporate America and if you are able to use it or not use it.,Kush,True,False,interviewee
35,D,,"Okay, cool. That class is—that's so interesting. I've never heard of like a class that was primarily through Canva, so that's cool. Have you heard in college ever of Canva for Campus or Canva for Education along the same vein?",Kush,False,True,interviewer
36,Kush,,"I don't think so, no. I haven't heard that.",Kush,True,False,interviewee
37,D,,"Okay, that's totally fine. And then I guess my final question for you is: would you ever consider coming back to Canva and if so, what would that look like? And if not, why not?",Kush,False,True,interviewer
38,Kush,,"I mean, I think so. I think one, if it's like a personal reason, I could definitely see myself—if I need a reason to create any digital art, I think it is a good reason. I was actually thinking about doing it on my own to use it for like decorative purposes for like a lot of the art I want to have in my room, and I know I can connect it in that way.",Kush,True,False,interviewee
39,Kush,,"So on a personal level, yes, I think I would use it. On a professional level, I think if there was ever an opportunity at work where I needed to create something, whether it’s like an employee resource group or if there's an event happening within my— in the Atlanta office or something like that, I would definitely use Canva again.",Kush,True,False,interviewee
40,Kush,,"So I do see myself using it again, but not right now.",Kush,True,False,interviewee
41,D,,"I see. Okay, cool. Is there anything else that I didn't specifically ask you about that you want to share? If not, that's totally fine.",Kush,False,True,interviewer
42,Kush,,"Um no, I think you got it.",Kush,True,False,interviewee
43,D,,"Okay, cool. Thank you so much, Kush.",Kush,False,True,interviewer
44,Kush,,Of course.,Kush,True,False,interviewee
1,Navaa,,"So feel free to tell us a little bit about yourself; name, age, job, what do you do with your time?",Kaveri,False,True,interviewer
2,Kaveri,,"My name is Kaveri. I'm 19, I'm a sophomore in college. Um, I go to Dartmouth. I guess my job is that I'm a student, um, and I am studying bio, CS, anthropology, etc, and, and pre-med, yeah, I guess that's it,",Kaveri,True,False,interviewee
3,Navaa,,"Ok, the big, sort of, like overarching question that kind of shapes the rest of the interview is, would you describe yourself as like a current, active user of Canva; or, would you describe yourself as someone that maybe used Canva in the past, but doesn't anymore, or just doesn't use Canva at all.",Kaveri,False,True,interviewer
4,Kaveri,,I'm definitely like a current active user of Canva.,Kaveri,True,False,interviewee
5,Navaa,,"So first and foremost, I do know that Dartmouth does have a version of Canva for campus, some kind of like Canva premium partnership. So do you personally, through Dartmouth, have a Canva pro subscription, or just on the personal side, like, have you bought your own? And if so, how long have you had it for?",Kaveri,False,True,interviewer
6,Kaveri,,"Yeah, I have the Dartmouth subscription, and I've had it, I guess, for, like, however long I've been in college. So, like, what, like, a year and a half now,",Kaveri,True,False,interviewee
7,Navaa,,"What would you say is the biggest value that Canva provides for you currently? And why do you, like, use and choose Canada uniquely.",Kaveri,False,True,interviewer
8,Kaveri,,"I do social media stuff for, um, the debate team that I'm on, as well as for the Global Health Coalition that I lead, and so it's really useful for, like promotional information to like just post like different things that different people are doing. Things that, like my clubs have been doing, and it's like a cool way to reach people, especially on like Instagram and also through email, because you can have like cool flyers and things like that. I feel like I use Canva because it's like, the only design platform that I really know how to use. I guess there's, like, Adobe, but I don't really know if you can make posters on it. I'm sure there's a bunch. I think Canva is, like, one, the most well known, and two, it's very user friendly. And I used it a bunch of in high school, so I'm just kept using it here. And also, like, all of the upperclassmen that I know who had positions that I have now used Canva, so we have the templates and all the things for it. So it's just, it makes sense to just be able to use it.",Kaveri,True,False,interviewee
9,Navaa,,"Yeah, that makes a lot of sense. We're definitely interested in the sort of like timeline of, if the only thing you've been exposed to is Canva, is the reason you're using it is because, like, a unique feature of Canva?",Kaveri,False,True,interviewer
10,Kaveri,,"So I can't, yeah, sorry, I can't say because I, like, have not used any other design platforms.",Kaveri,True,False,interviewee
11,Navaa,,"All right, so what are some reasons you would stop using Canva? Have you switched to another design tool before? And if yes, which one and why? That’s a lot of questions. Wow.",Kaveri,False,True,interviewer
12,Kaveri,,"The only other thing I've used is for my research. Well, I used to do cognitive psychology research, and for that research, we would run behavioral studies, and so we need to advertise them to people to be able to come to us and do them. And I used to have to make flyers. And instead of, like, going through all of the like, work of making a flyer on Canva, I just asked chatGPT to make it for me. And it was a lot easier, because I just, like, plugged in the things that I wanted, and it spit me out something. It just took a while, and I had to, like, make a bunch of tweets. But I was very pressed for time, and it was just fast. So I think as llms become more efficient and accurate at making flyers and posters, I feel like it will render Canva a little bit less useful, because also, like, I'm not like, a graphic designer. I'm not someone that wants to be spending, like, a ton of time making flyers on Canva. And I'm like, not a super artsy person. And so like, the quicker I can get something done and post it or put up, the easier it is for me. So that's why I like platforms that just, like, do it for you. Like you feed it the information, and it does it for you. So I think my problem is that like chat GPT is not great at doing it. And I know there's other platforms like like Google, deep seek or whatever. There's like Gemini, well, there's a bunch of different like llms that I'm sure can do similar things. But I feel like once they become advanced enough, then I will probably stop using Canva, or when my subscription ends, because, yeah, then I don't really want to. I feel like Canva Pro is really useful.",Kaveri,True,False,interviewee
13,Navaa,,"Yeah, that actually that feeds into like, two, like, really interesting, like, sort of auxiliary questions, like, so Canva does have AI features right now, right? Do you find yourself using those? And would you appreciate more AI features specifically? What do you see as like, the relationship between your use of Canva and then, like, AI?",Kaveri,False,True,interviewer
14,Kaveri,,"I want more AI features. I just wanted to do it for me. Like, I want to give it information, and I just wanted to spit out a flyer for me, because sometimes I also just don't know how I want to design a flyer. I'm like, Just do it, I don't want to have to figure out, like, what color I want and what shape I want, or whatever. Like, I know that Google Slides has this feature where, like, you can design a slide, and then it'll give you explore options, and it'll change the style of the slides for you based on things that it thinks it looks nice to do. I think this has been around for like, 10 years now. Before llms became a huge thing, and I really liked that, I said a lot in like, middle and high school. And I feel like if Canva had something like that where, like, even if you, like, made your flyer and then had, like, suggested options for how to make it better, I don't know. Maybe it does. I'm not, like, very well versed in the Canva features, but I feel like that could be nice, because especially someone who's not, like, super design heavy, I like, would appreciate more aid in trying to design these things.",Kaveri,True,False,interviewee
15,Navaa,,"Got it. Yeah, it’s really interesting to see, like, just like, what the average student does want in terms of AI features, because I think it's something that you know could just be interesting to explore. And then with like, your subscription expiring post grad. Do you see yourself potentially upgrading to Canva pro once that expires?",Kaveri,False,True,interviewer
16,Kaveri,,"No, yeah, I mean, I don't really know why I'd have a reason to use Canva after I graduate. I'm not, like, managing social media or, like, making flyers for things that's true in the future. I guess in med school or doing research for something I would need to put something up. But I think the peak functionality for Canva, like, the peak demographic that Canva caters to is students or people who have jobs in social media or graphic design or things like that, and my dad is not, like, designing flyers for his job, right? And so I don't really need a Canva subscription. I didn't have a Canva pro subscription in high school, or I don't. Did Newton South have a subscription? I don't know. I don't think we did, but I'm just like, I don't really like, I don't really think I do, and I think if I needed to use Canva, I'm not gonna---the once a year I might need to use Canva I'm not gonna pay for a subscription.",Kaveri,True,False,interviewee
17,Navaa,,"I get it. With your current usage of Canva, do you see that as like, like you mentioned only using it for flyers and things of that nature. Do you find yourself using Canva for anything like academic at all? Like, I know of some people that do projects on Canva pretty often. Is it something you find yourself doing? Are you more in the Google ecosystem?",Kaveri,False,True,interviewer
18,Kaveri,,"Sure, yeah. I mean, I do make some slideshows on Canva. I think Google Slides is generally easier to use in a lot of ways, because there's less features, so I just kind of slap everything on. But also, to be fair, like, I'm probably not the best person to ask this question to, because the vast majority of my classes aren't project based. Like, I'm not a humanities student. I'm not, like, making a ton of projects for class, and my STEM classes, I'm taking exams, and so if I am making slideshows I'm probably doing it really quickly on Google Slides, and not paying too much attention to the aesthetics, just because it's not that important to me. I think the content is more important. But I can also see why some people would care more about it and I definitely cared more about it in like, High School. Also, if I'm like, making a presentation for something fun then, yes, but if it's, like, an academic presentation like I just had, an anthropology presentation that I had to make, and it was just on Google Slides, and I just slapped some photos on there. And I just didn't, I wasn't really thinking about the aesthetics that much, but like, I also made a, I did a presentation in like, AP Lit in high school, and I did care a lot about it, and I thought it was really fun. And I think Canva is really especially great for multimedia presentations when you're trying to embed a lot of different features into it. But unfortunately, like, that's just not the, I don't take classes that really are that project based right now?",Kaveri,True,False,interviewee
19,Navaa,,"That makes a lot of sense. It does make intuitive sense, like a stem student probably wouldn’t need to be using it as much. And then what do you find are your current pain points when using Canva? What do you think can be like improved about your experience?",Kaveri,False,True,interviewer
20,Kaveri,,"I think sometimes it's hard to find some of the features. There's just like, a lot going on. I think the user face could be a little bit more minimalistic, I want to say, like, just not have a ton of stuff everywhere. And I'm also just not very tech savvy, and so I'm, like, constantly trying to find different things. Or maybe if there was an easier help manual to look at that you could see what the features are, maybe there is, again, like, I don't know that much, but I just think it may be finding ways to make it easier to search for features.",Kaveri,True,False,interviewee
21,Navaa,,"Yeah, that makes a lot of sense. I think as of now, there are some Canva tutorials that are up and, like, freely available, but I really don't think anyone's seeking them out. And going to be like, I should watch a Canva tutorial and, like, how to use this feature.",Kaveri,False,True,interviewer
22,Kaveri,,"Yeah, I don’t want to watch a video to know how to use it. Like, I just want to be able to be like, maybe in a help search thing. Like, how do I make the gradient of this more transparent, or whatever? And then it'll be like, Oh, yeah. I'd be like, click this button to do this. You know?",Kaveri,True,False,interviewee
23,Navaa,,"Yeah, that makes sense, time wise, for sure. And then, oh, that's another question. What are specific use cases in which you have used Canva for something?",Kaveri,False,True,interviewer
24,Kaveri,,"Okay, um, when we were doing recruitment to get people to try out for our debate team, I was doing a lot of promotional flyers. Like, when I was making posts about exec boards for different clubs, like, we were putting out flyers. We were putting out Instagram posts with all the people on them. We, also do like, when we're sending out mass emails about fundraisers that we have, or different things that different clubs are trying to do, and we're trying to raise money, we'll put flyers in an email that gets sent out to schools, like, just different things like that.",Kaveri,True,False,interviewee
25,Navaa,,"And then I guess you already touched on this. We did already touch on this. Like, what are some specific changes or improvements that Canva should make to fit your specific needs better,",Kaveri,False,True,interviewer
26,Kaveri,,"Just making it faster to be able to generate things, especially like posters and Instagram posts and flyers. Things that would just make things more efficient.",Kaveri,True,False,interviewee
27,Navaa,,"Yeah, gorgeous, okay, that is everything on my question list, anything, anything miscellaneous that you feel like you just didn't get to share about Canva?",Kaveri,False,True,interviewer
28,Kaveri,,"I don't think so. I mean, I think it's pretty cool that it exists. I'm happy that it does. And I think there are people who benefit a lot from it more than I do. But I think it's a really cool platform. And I also think it's like, given, like, there are way more complicated platforms out there, like a lot of the Adobe software, like, I think it's relatively easy to use for, like, a noob.",Kaveri,True,False,interviewee
1,Navaa,,"Excellent, so just tell me a little bit about yourself, so your name, your occupation, what you keep yourself busy with in your free time, stuff like that.",Sarah,False,True,interviewer
2,Sarah,,"Okay. So my name is Sarah. I'm an after school science teacher at Crossroads school in Santa Monica. I'm also the diversity equity and inclusion coordinator for upper school. Um, and yeah, that's my career and my free time. I love just putting on workshops for teachers and talking about education. I also am really passionate about nature, so I love spending time with the beach and just anywhere with trees. Um, and yeah.",Sarah,True,False,interviewee
3,Navaa,,"On a scale from one to three, with one being the least, or, I guess, 0 to 3, with the zero being the least, and 3 being the most, how would you describe your, like, digital literacy, enabled or ability to use technology?",Sarah,False,True,interviewer
4,Sarah,,"Yeah, I would say I'm not an expert. I would give myself, like, a 2.5 . I always, like, try and learn and stay up to date with things. So, yeah, I think 2.5 out of three.",Sarah,True,False,interviewee
5,Navaa,,"Amazing, okay. Um, and would you describe yourself as a current Canva user, and if so, how?",Sarah,False,True,interviewer
6,Sarah,,"Yeah, so I use it literally every day. I have my student slideshows, my slideshows for my classes. I make them on Canva, they're interactive. I give my students access to them. I also assign my students assignments through Canva, like making a digital poster. Um, yeah, I'm a huge fan. There's, I'm sure there's so much more functionality to Canada. I've tried to, um, attend their, you know, when they have those big events that hasn't worked out yet, but I'm hoping to attend one soon.",Sarah,True,False,interviewee
7,Navaa,,"Yeah, that's amazing. And, like, on that note, would you say that you find yourself using Canva help guides a lot? And for the design school, or those features that you've used before, what do you think of them?",Sarah,False,True,interviewer
8,Sarah,,"So, I think I've used the YouTube tutorials that Canva has. Those are mostly what I use to, like, find out how to use new things or how to do something specific about it, for sure.",Sarah,True,False,interviewee
9,Navaa,,"What are some reasons why you would stop using the Canva for education that Crossroads offers? And have you switched to another design tool before? If yes, which one?",Sarah,False,True,interviewer
10,Sarah,,"I just really appreciate that it's free for teachers and students, and honestly, the accessibility is what makes me use it. And the only reason I wouldn't use it is it was not accessible to teachers and students.",Sarah,True,False,interviewee
11,Navaa,,"Yeah, absolutely. Um, and what do you find are your current pain points and issues when using Canva?",Sarah,False,True,interviewer
12,Sarah,,"Honestly, nothing that I can really think of yet. I've been able to do pretty much everything I've wanted to do on there, embedding videos, assigning stuff, hyperlinking. Um, I feel like it's very user friendly for education. Yeah, I can't, honestly, I can't think of anything that I don't like or I haven't or any issues that I've come across.",Sarah,True,False,interviewee
13,Navaa,,"So when you're doing, like, more administrative functions on Canva, like, adding students to classes, doing whatever you need to give your students access to Canva, how has that process been for you?",Sarah,False,True,interviewer
14,Sarah,,"It's been very easy. I think the thing that I don't like on my end, my institution is, most schools don't make it easy to link Canva assignments to our school website. When I used to use Google Classroom, I think Canva had a lot of linking with Google Classroom. But now our school wants us to use their own interface called Blackbod, and so that's the only thing, I just wish my school's website allowed for more functionality with Canva.",Sarah,True,False,interviewee
15,Navaa,,"Yeah, absolutely. When you're doing offboarding, which I understand, is, like, still a manual process, when, like, students move from one grade to the next, or when students graduate from high school. Is that difficult to do, or do you find that students just, like, move their data elsewhere? How does that really work?",Sarah,False,True,interviewer
16,Sarah,,"Ooh, to be honest, I haven't experienced that yet. I haven't tried to do that yet. It's definitely something that some educators have done.",Sarah,True,False,interviewee
17,Navaa,,What are some changes or improvements that you think Canva can make to fit your needs better?,Sarah,False,True,interviewer
18,Sarah,,"I think maybe having more, like, plug and play lesson plans for teachers, but I know that's not really what it does. It's mostly a design tool. I would just say more functionalities for education that are, like, just in Canva. I'm not too familiar with, like, the polls feature. I haven't used that yet. I feel like I might have used the quiz future before, but, like, more fun stuff that would make it easier to plug and play lessons, just create my lesson things on Canva.",Sarah,True,False,interviewee
19,Navaa,,"Yeah, absolutely. And then, um, the last question is really more about AI, so have you used Canva Pro’s AI features, and if so, how have they affected your experience?",Sarah,False,True,interviewer
20,Sarah,,"Yeah, I think I've played around with their AI image generator a few months ago, and it was cool.I mean, I have my own definitely feelings about AI, so I try not to use it too much without knowing, you know, the ethical and environmental implications, but I did try it out of curiosity. I don't really find myself needing the AI functionality right now. I don't know if that'll change. I'm sure most people are like this too, but I love just like the slideshow templates that Canva has. And I still haven't found an AI slide show maker tool that has the ability to make slides look so aesthetically pleasing and have all the information.",Sarah,True,False,interviewee
