interviewee,role,speaker,line_number,sentence,vader_compound,vader_label,sentence_lower,mentions_canva,mentions_other_tool,professional_keywords,canva_prof_context
Jane,interviewee,Jane,8,I've used Adobe Acrobat while I was at work over the summer.,0.0,neutral,i've used adobe acrobat while i was at work over the summer.,False,False,False,False
Jane,interviewee,Jane,8,"I would use it because my firm had it, so I would use it and have my Canva Pro.",0.0,neutral,"i would use it because my firm had it, so i would use it and have my canva pro.",True,False,False,False
Jane,interviewer,Navaa,9,"Um, and I guess this next question is, is very similar to the last one I just asked.",0.0,neutral,"um, and i guess this next question is, is very similar to the last one i just asked.",False,False,False,False
Jane,interviewer,Navaa,9,But what do you find are your current pain points when using Canva?,-0.6652,negative,but what do you find are your current pain points when using canva?,True,False,False,False
Jane,interviewer,Navaa,9,"If there isn't anything, you don't have to answer it.",0.0,neutral,"if there isn't anything, you don't have to answer it.",False,False,False,False
Jane,interviewee,Jane,10,"Um, I think the pain points, I don't really have one, to be honest.",0.0,neutral,"um, i think the pain points, i don't really have one, to be honest.",False,False,False,False
Jane,interviewee,Jane,10,I think it's  what I was thinking about the text boxes.,0.0,neutral,i think it's  what i was thinking about the text boxes.,False,False,False,False
Jane,interviewee,Jane,10,"But I think that's just like, I don't use Canva as much as other people do.",0.5023,positive,"but i think that's just like, i don't use canva as much as other people do.",True,False,False,False
Jane,interviewee,Jane,10,So that's just a skill issue that I personally have.,0.0,neutral,so that's just a skill issue that i personally have.,False,False,False,False
Jane,interviewer,Navaa,11,"I got you, if there's like, any like, like, logistical, like, account stuff as well that you've, like, run into?",0.9118,positive,"i got you, if there's like, any like, like, logistical, like, account stuff as well that you've, like, run into?",False,False,False,False
Jane,interviewee,Jane,12,"Well, I think like for us, you have Canva premium as a UCLA student, I just personally don't know how to access it and that's okay with me, because I don't really find the need to use it.",0.6705,positive,"well, i think like for us, you have canva premium as a ucla student, i just personally don't know how to access it and that's okay with me, because i don't really find the need to use it.",True,False,False,False
Jane,interviewee,Jane,12,"Because it wasn't a thing my freshman year, I've never really switched over from, like, Google Docs or Google slides to Canva.",0.3612,positive,"because it wasn't a thing my freshman year, i've never really switched over from, like, google docs or google slides to canva.",True,False,False,False
Jane,interviewee,Jane,12,"And yeah, I don't really find the need to use Canva premium.",0.296,positive,"and yeah, i don't really find the need to use canva premium.",True,False,False,False
Jane,interviewee,Jane,12,So I don't really use it that much.,0.0,neutral,so i don't really use it that much.,False,False,False,False
Jane,interviewee,Jane,12,"I don't really, like, have a lot of skills or hardships with it, to be honest.",0.2437,positive,"i don't really, like, have a lot of skills or hardships with it, to be honest.",False,False,False,False
Jane,interviewer,Navaa,13,I got you.,0.0,neutral,i got you.,False,False,False,False
Jane,interviewer,Navaa,13,And then what are some changes or improvements that you think Canva should make to fit your needs specifically better.,0.7717,positive,and then what are some changes or improvements that you think canva should make to fit your needs specifically better.,True,False,False,False
Jane,interviewee,Jane,14,I don't know.,0.0,neutral,i don't know.,False,False,False,False
Jane,interviewee,Jane,14,"I honestly feel like Canva is a great, like, tool.",0.9022,positive,"i honestly feel like canva is a great, like, tool.",True,False,False,False
Jane,interviewee,Jane,14,It's just I haven't taken my own time to learn more about it.,0.0,neutral,it's just i haven't taken my own time to learn more about it.,False,False,False,False
Jane,interviewee,Jane,14,"And that’s the main thing that, like, I don't really use Canva because I don't really see a need to most of the time, but I think like that, the fact that a lot of other people use Canva speaks to, you know, how it's grown and everything, and how it seems to be doing pretty well, and, like, suiting a lot of people's needs.",0.9349,positive,"and that’s the main thing that, like, i don't really use canva because i don't really see a need to most of the time, but i think like that, the fact that a lot of other people use canva speaks to, you know, how it's grown and everything, and how it seems to be doing pretty well, and, like, suiting a lot of people's needs.",True,False,False,False
Jane,interviewer,Navaa,15,Yeah.,0.296,positive,yeah.,False,False,False,False
Jane,interviewer,Navaa,15,"And I guess one last question is, do you know a lot of people that are accessing Canva premium, and are using Canva pro at UCLA specifically?",0.0,neutral,"and i guess one last question is, do you know a lot of people that are accessing canva premium, and are using canva pro at ucla specifically?",True,False,False,False
Jane,interviewer,Navaa,15,"Or is it just that the people you interact with, the people you work with, are also the same, where they don't really feel the need to use it?",0.0,neutral,"or is it just that the people you interact with, the people you work with, are also the same, where they don't really feel the need to use it?",False,False,False,False
Jane,interviewee,Jane,16,I think a lot of people I know use Canva Pro.,0.0,neutral,i think a lot of people i know use canva pro.,True,False,False,False
Jane,interviewee,Jane,16,"I think, if it's free at UCLA, then why not use it?",0.5106,positive,"i think, if it's free at ucla, then why not use it?",False,False,False,False
Jane,interviewee,Jane,16,"I think is the main thing, but it's also, for example, UCLA gives you Microsoft Outlook for free.",0.6652,positive,"i think is the main thing, but it's also, for example, ucla gives you microsoft outlook for free.",False,False,False,False
Jane,interviewee,Jane,16,"And I don't know how to use it either, and I think it depends like, how much you actively try to look for it.",0.5859,positive,"and i don't know how to use it either, and i think it depends like, how much you actively try to look for it.",False,False,False,False
Jane,interviewee,Jane,16,"But I think a lot of people use it, like whoever I was working with on the Micro project today.",0.5023,positive,"but i think a lot of people use it, like whoever i was working with on the micro project today.",False,False,False,False
Kush,interviewer,D,1,"So, can you tell us a little bit about yourself, your name, your age, your job, and what you do in your free time?",0.5106,positive,"so, can you tell us a little bit about yourself, your name, your age, your job, and what you do in your free time?",False,False,False,False
Kush,interviewee,Kush,2,"Yeah, my name is Kush Bhatia.",0.296,positive,"yeah, my name is kush bhatia.",False,False,False,False
Kush,interviewee,Kush,2,I am 22 years old.,0.0,neutral,i am 22 years old.,False,False,False,False
Kush,interviewee,Kush,2,"I just graduated from Emory University and I work at Visa as a client services associate, and in my free time, I like to explore new restaurants and go to the gym.",0.7003,positive,"i just graduated from emory university and i work at visa as a client services associate, and in my free time, i like to explore new restaurants and go to the gym.",False,False,False,False
Kush,interviewer,D,3,Great.,0.6249,positive,great.,False,False,False,False
Kush,interviewer,D,3,And can you tell us a little bit about your engagement with Canva as of now?,0.4588,positive,and can you tell us a little bit about your engagement with canva as of now?,True,False,False,False
Kush,interviewee,Kush,4,"As of right now, I don't use Canva primarily as it's not the biggest use within my day to day job at work.",0.0,neutral,"as of right now, i don't use canva primarily as it's not the biggest use within my day to day job at work.",True,False,False,False
Kush,interviewer,D,5,Cool.,0.3182,positive,cool.,False,False,False,False
Kush,interviewer,D,5,Have you used it in the past before?,0.0,neutral,have you used it in the past before?,False,False,False,False
Kush,interviewee,Kush,6,"Yeah, it was a big thing used throughout my college classes for, like, slide decks to work with people on team presentations and just in my clubs for like marketing reasons.",0.7351,positive,"yeah, it was a big thing used throughout my college classes for, like, slide decks to work with people on team presentations and just in my clubs for like marketing reasons.",False,False,False,False
Kush,interviewer,D,7,Hmm.,0.0,neutral,hmm.,False,False,False,False
Kush,interviewer,D,7,"So, can you tell me about when you first started using Canva and why you started using it?",0.0,neutral,"so, can you tell me about when you first started using canva and why you started using it?",True,False,False,False
Kush,interviewer,D,7,"I mean, you touched on it in your previous answer, but I'd love to hear more about when you were first exposed to the platform.",0.7469,positive,"i mean, you touched on it in your previous answer, but i'd love to hear more about when you were first exposed to the platform.",False,False,False,False
Kush,interviewer,D,7,"And yeah, if you could just articulate a little bit more about certain use cases that you used the platform for.",0.5542,positive,"and yeah, if you could just articulate a little bit more about certain use cases that you used the platform for.",False,False,False,False
Kush,interviewee,Kush,8,"Yeah, I think I first really used it when I came to college my freshman year, so I guess four years ago.",0.296,positive,"yeah, i think i first really used it when i came to college my freshman year, so i guess four years ago.",False,False,False,False
Kush,interviewee,Kush,8,Okay.,0.2263,positive,okay.,False,False,False,False
Kush,interviewee,Kush,8,"When I was trying to join some clubs on campus and I think I applied for one of the marketing positions in one of the business clubs, and I needed to showcase like how I would change what they're currently doing in the club and change it for the future.",0.5719,positive,"when i was trying to join some clubs on campus and i think i applied for one of the marketing positions in one of the business clubs, and i needed to showcase like how i would change what they're currently doing in the club and change it for the future.",False,False,False,False
Kush,interviewee,Kush,8,And I used it mostly for this entrepreneurship club I was in as we were trying to gain clients and gain people to kind of get some funding for our program.,0.7783,positive,and i used it mostly for this entrepreneurship club i was in as we were trying to gain clients and gain people to kind of get some funding for our program.,False,False,False,False
Kush,interviewee,Kush,8,So that was the first time I used it.,0.0,neutral,so that was the first time i used it.,False,False,False,False
Kush,interviewer,D,9,"Cool, I see.",0.3182,positive,"cool, i see.",False,False,False,False
Kush,interviewer,D,9,"So in high school, you didn't have much exposure to it at all.",0.0,neutral,"so in high school, you didn't have much exposure to it at all.",False,False,False,False
Kush,interviewee,Kush,10,"Yeah, I don't think so.",0.296,positive,"yeah, i don't think so.",False,False,False,False
Kush,interviewee,Kush,10,"No, I don't have any.",-0.296,negative,"no, i don't have any.",False,False,False,False
Kush,interviewee,Kush,10,Yeah.,0.296,positive,yeah.,False,False,False,False
Kush,interviewer,D,11,Could I ask what platforms you used instead for like creating digital materials or exploring digital literacy?,0.5719,positive,could i ask what platforms you used instead for like creating digital materials or exploring digital literacy?,False,False,False,False
Kush,interviewee,Kush,12,"Mm, good question.",0.4404,positive,"mm, good question.",False,False,False,False
Kush,interviewee,Kush,12,"I think before that, it was mostly just like using, like Google Slides or... yeah, I know that was mostly like Google Slides.",0.8271,positive,"i think before that, it was mostly just like using, like google slides or... yeah, i know that was mostly like google slides.",False,False,False,False
Kush,interviewee,Kush,12,Maybe like Microsoft Illustrator… in school.,0.3612,positive,maybe like microsoft illustrator… in school.,False,True,False,False
Kush,interviewer,D,13,Interesting.,0.4019,positive,interesting.,False,False,False,False
Kush,interviewer,D,13,Okay.,0.2263,positive,okay.,False,False,False,False
Kush,interviewer,D,13,"In high school, Microsoft Illustrator?",0.0,neutral,"in high school, microsoft illustrator?",False,True,False,False
Kush,interviewee,Kush,14,"Okay, I know what it was called.",0.2263,positive,"okay, i know what it was called.",False,False,False,False
Kush,interviewee,Kush,14,I can't really remember what the name was.,0.0,neutral,i can't really remember what the name was.,False,False,False,False
Kush,interviewee,Kush,14,"Okay, but like Microsoft, like... what names... whatever they would have in their…",0.5719,positive,"okay, but like microsoft, like... what names... whatever they would have in their…",False,False,False,False
Kush,interviewer,D,15,Cool.,0.3182,positive,cool.,False,False,False,False
Kush,interviewer,D,15,Cool laptops.,0.3182,positive,cool laptops.,False,False,False,False
Kush,interviewer,D,15,I see.,0.0,neutral,i see.,False,False,False,False
Kush,interviewer,D,16,Okay.,0.2263,positive,okay.,False,False,False,False
Kush,interviewer,D,16,So it was basically what your school already had and what was like already integrated into your school's educational platforms.,0.3612,positive,so it was basically what your school already had and what was like already integrated into your school's educational platforms.,False,False,False,False
Kush,interviewee,Kush,17,"Yeah, exactly.",0.296,positive,"yeah, exactly.",False,False,False,False
Kush,interviewer,D,18,I see.,0.0,neutral,i see.,False,False,False,False
Kush,interviewer,D,18,Okay.,0.2263,positive,okay.,False,False,False,False
Kush,interviewer,D,18,Cool.,0.3182,positive,cool.,False,False,False,False
Kush,interviewer,D,18,"My next question for you is: when did you stop using Canva and what changed, what exactly changed that led you to stop using it?",-0.5267,negative,"my next question for you is: when did you stop using canva and what changed, what exactly changed that led you to stop using it?",True,False,False,False
Kush,interviewee,Kush,19,I think it was when I graduated in May of this year.,0.0,neutral,i think it was when i graduated in may of this year.,False,False,False,False
Kush,interviewee,Kush,19,Mm hmm.,0.0,neutral,mm hmm.,False,False,False,False
Kush,interviewee,Kush,19,"Because I kind of like I was no longer in college clubs, and I wasn't really in an audience area where I needed to create new digital art anymore.",0.2748,positive,"because i kind of like i was no longer in college clubs, and i wasn't really in an audience area where i needed to create new digital art anymore.",False,False,False,False
Kush,interviewee,Kush,19,"And in my current role, I'm not in that kind of role where I need any marketing tools to talk to clients or, like, showcasing digital arts.",0.3612,positive,"and in my current role, i'm not in that kind of role where i need any marketing tools to talk to clients or, like, showcasing digital arts.",False,False,False,False
Kush,interviewee,Kush,19,So that's kind of been a reason why I haven't used it since then.,0.0,neutral,so that's kind of been a reason why i haven't used it since then.,False,False,False,False
Kush,interviewer,D,20,So have you started using any other tools instead of Canva for any type of digital materials?,0.0,neutral,so have you started using any other tools instead of canva for any type of digital materials?,True,False,False,False
Kush,interviewee,Kush,21,"I guess in a similar way, but kind of different, and I guess incorporated now it's more so like how to illustrate data, which is through like PowerBI and Tableau.",0.8949,positive,"i guess in a similar way, but kind of different, and i guess incorporated now it's more so like how to illustrate data, which is through like powerbi and tableau.",False,False,False,False
Kush,interviewee,Kush,21,"So it's not the same as Canva where you're making a flyer, but to illustrate like media in some way, I guess those are the main ways that I would use it now.",0.5023,positive,"so it's not the same as canva where you're making a flyer, but to illustrate like media in some way, i guess those are the main ways that i would use it now.",True,False,False,False
Kush,interviewer,D,22,"Got it, I see.",0.0,neutral,"got it, i see.",False,False,False,False
Kush,interviewer,D,22,"Um, and then I guess when you were using Canva in college, were there any particular challenges or frustrations that made Canva kind of hard to use or less valuable to you?",-0.1496,negative,"um, and then i guess when you were using canva in college, were there any particular challenges or frustrations that made canva kind of hard to use or less valuable to you?",True,False,False,False
Kush,interviewee,Kush,23,"Yeah, I think early on, when I was using on my own, I wouldn't pay for the service, so there were a lot of barriers to like what you could do and what I wanted to convey through like the digital art.",0.7576,positive,"yeah, i think early on, when i was using on my own, i wouldn't pay for the service, so there were a lot of barriers to like what you could do and what i wanted to convey through like the digital art.",False,False,False,False
Kush,interviewee,Kush,23,"But once I was able to join some clubs, we would pay for the premium package, and then you were able to like get a lot more out of it and do whatever you really wanted to do.",0.6652,positive,"but once i was able to join some clubs, we would pay for the premium package, and then you were able to like get a lot more out of it and do whatever you really wanted to do.",False,False,False,False
Kush,interviewee,Kush,24,"But also, like, I was very basic on what I would create.",0.7096,positive,"but also, like, i was very basic on what i would create.",False,False,False,False
Kush,interviewee,Kush,24,I didn't know like how to use a lot of the tools within Canva.,-0.2755,negative,i didn't know like how to use a lot of the tools within canva.,True,False,False,False
Kush,interviewee,Kush,24,I never like really taught myself.,-0.2755,negative,i never like really taught myself.,False,False,False,False
Kush,interviewee,Kush,24,So I guess that's another barrier too.,-0.128,negative,so i guess that's another barrier too.,False,False,False,False
Kush,interviewer,D,25,I see.,0.0,neutral,i see.,False,False,False,False
Kush,interviewer,D,25,Were you ever considering buying Canva Pro for yourself for personal usage at all?,0.0,neutral,were you ever considering buying canva pro for yourself for personal usage at all?,True,False,False,False
Kush,interviewee,Kush,26,"I did consider it and funny enough, now I remember, within school I did take a Canva class.",0.4404,positive,"i did consider it and funny enough, now i remember, within school i did take a canva class.",True,False,False,False
Kush,interviewee,Kush,27,"We had a Canva class that I did take, and I had to do it for one semester.",0.0,neutral,"we had a canva class that i did take, and i had to do it for one semester.",True,False,False,False
Kush,interviewee,Kush,27,So I do remember that now actually.,0.0,neutral,so i do remember that now actually.,False,False,False,False
Kush,interviewer,D,28,Interesting.,0.4019,positive,interesting.,False,False,False,False
Kush,interviewer,D,28,"Wait, like there was a class?",0.3612,positive,"wait, like there was a class?",False,False,False,False
Kush,interviewee,Kush,29,"Jess—yeah, yeah.",0.296,positive,"jess—yeah, yeah.",False,False,False,False
Kush,interviewee,Kush,29,"So we had like one class that was like you take an Excel class asynchronously for a month or for a semester, and then we had a Canva one, we had an AI one.",0.819,positive,"so we had like one class that was like you take an excel class asynchronously for a month or for a semester, and then we had a canva one, we had an ai one.",True,False,False,False
Kush,interviewee,Kush,29,So I’d take a Canva one one semester.,0.0,neutral,so i’d take a canva one one semester.,True,False,False,False
Kush,interviewer,D,30,Interesting.,0.4019,positive,interesting.,False,False,False,False
Kush,interviewer,D,30,Can you explain a little bit more about this class and what it entailed?,0.0,neutral,can you explain a little bit more about this class and what it entailed?,False,False,False,False
Kush,interviewee,Kush,31,"Yeah, it was mostly how to sell yourself within a corporate setting and within like using a slide deck within Canva, less digital media of like flyers and stuff like that.",0.8271,positive,"yeah, it was mostly how to sell yourself within a corporate setting and within like using a slide deck within canva, less digital media of like flyers and stuff like that.",True,False,False,False
Kush,interviewee,Kush,31,"But throughout the course, it was… and so we just didn't really have a teacher telling us anything, but we had to create a lot of presentations on certain topics that we were passionate about and also record ourselves on a five-minute presentation and upload it for our, like, teacher I guess who would grade us for it.",0.9209,positive,"but throughout the course, it was… and so we just didn't really have a teacher telling us anything, but we had to create a lot of presentations on certain topics that we were passionate about and also record ourselves on a five-minute presentation and upload it for our, like, teacher i guess who would grade us for it.",False,False,False,False
Kush,interviewer,D,32,"Hmm, I see.",0.0,neutral,"hmm, i see.",False,False,False,False
Kush,interviewer,D,32,That's super interesting.,0.765,positive,that's super interesting.,False,False,False,False
Kush,interviewer,D,32,So the class is for like a corporate context.,0.3612,positive,so the class is for like a corporate context.,False,False,False,False
Kush,interviewer,D,32,What is your opinion on Canva within a more professional environment?,0.0,neutral,what is your opinion on canva within a more professional environment?,True,False,True,True
Kush,interviewee,Kush,33,"Yeah, so I think it's interesting, because I think it is very useful.",0.8104,positive,"yeah, so i think it's interesting, because i think it is very useful.",False,False,False,False
Kush,interviewee,Kush,33,"Because I know the program that I'm in, we have like—my role is called client services—and next month is called client services month for our entire company.",0.0,neutral,"because i know the program that i'm in, we have like—my role is called client services—and next month is called client services month for our entire company.",False,False,False,False
Kush,interviewee,Kush,33,And I know the people that are on the marketing team primarily use Canva and they're the ones talking to a lot of senior leadership and executive VPs.,0.0,neutral,and i know the people that are on the marketing team primarily use canva and they're the ones talking to a lot of senior leadership and executive vps.,True,False,False,False
Kush,interviewee,Kush,33,"And I know it is a strong tool, especially with how AI is being developed into it, so now it's starting a lot easier for a lot of people because they can just put their prompt and now it's connected to like ChatGPT and Copilot.",0.8225,positive,"and i know it is a strong tool, especially with how ai is being developed into it, so now it's starting a lot easier for a lot of people because they can just put their prompt and now it's connected to like chatgpt and copilot.",False,False,False,False
Kush,interviewee,Kush,34,So I think it is a really great tool.,0.659,positive,so i think it is a really great tool.,False,False,False,False
Kush,interviewee,Kush,34,It just depends on what your role is within corporate America and if you are able to use it or not use it.,0.0,neutral,it just depends on what your role is within corporate america and if you are able to use it or not use it.,False,False,False,False
Kush,interviewer,D,35,"Okay, cool.",0.4939,positive,"okay, cool.",False,False,False,False
Kush,interviewer,D,35,That class is—that's so interesting.,0.541,positive,that class is—that's so interesting.,False,False,False,False
Kush,interviewer,D,35,"I've never heard of like a class that was primarily through Canva, so that's cool.",0.1201,positive,"i've never heard of like a class that was primarily through canva, so that's cool.",True,False,False,False
Kush,interviewer,D,35,Have you heard in college ever of Canva for Campus or Canva for Education along the same vein?,0.0,neutral,have you heard in college ever of canva for campus or canva for education along the same vein?,True,False,False,False
Kush,interviewee,Kush,36,"I don't think so, no.",-0.4341,negative,"i don't think so, no.",False,False,False,False
Kush,interviewee,Kush,36,I haven't heard that.,0.0,neutral,i haven't heard that.,False,False,False,False
Kush,interviewer,D,37,"Okay, that's totally fine.",0.4576,positive,"okay, that's totally fine.",False,False,False,False
Kush,interviewer,D,37,"And then I guess my final question for you is: would you ever consider coming back to Canva and if so, what would that look like?",0.3612,positive,"and then i guess my final question for you is: would you ever consider coming back to canva and if so, what would that look like?",True,False,False,False
Kush,interviewer,D,37,"And if not, why not?",0.0,neutral,"and if not, why not?",False,False,False,False
Kush,interviewee,Kush,38,"I mean, I think so.",0.0,neutral,"i mean, i think so.",False,False,False,False
Kush,interviewee,Kush,38,"I think one, if it's like a personal reason, I could definitely see myself—if I need a reason to create any digital art, I think it is a good reason.",0.8481,positive,"i think one, if it's like a personal reason, i could definitely see myself—if i need a reason to create any digital art, i think it is a good reason.",False,False,False,False
Kush,interviewee,Kush,38,"I was actually thinking about doing it on my own to use it for like decorative purposes for like a lot of the art I want to have in my room, and I know I can connect it in that way.",0.6486,positive,"i was actually thinking about doing it on my own to use it for like decorative purposes for like a lot of the art i want to have in my room, and i know i can connect it in that way.",False,False,False,False
Kush,interviewee,Kush,39,"So on a personal level, yes, I think I would use it.",0.4019,positive,"so on a personal level, yes, i think i would use it.",False,False,False,False
Kush,interviewee,Kush,39,"On a professional level, I think if there was ever an opportunity at work where I needed to create something, whether it’s like an employee resource group or if there's an event happening within my— in the Atlanta office or something like that, I would definitely use Canva again.",0.891,positive,"on a professional level, i think if there was ever an opportunity at work where i needed to create something, whether it’s like an employee resource group or if there's an event happening within my— in the atlanta office or something like that, i would definitely use canva again.",True,False,True,True
Kush,interviewee,Kush,40,"So I do see myself using it again, but not right now.",0.0,neutral,"so i do see myself using it again, but not right now.",False,False,False,False
Kush,interviewer,D,41,I see.,0.0,neutral,i see.,False,False,False,False
Kush,interviewer,D,41,"Okay, cool.",0.4939,positive,"okay, cool.",False,False,False,False
Kush,interviewer,D,41,Is there anything else that I didn't specifically ask you about that you want to share?,0.3612,positive,is there anything else that i didn't specifically ask you about that you want to share?,False,False,False,False
Kush,interviewer,D,41,"If not, that's totally fine.",-0.2044,negative,"if not, that's totally fine.",False,False,False,False
Kush,interviewee,Kush,42,"Um no, I think you got it.",-0.296,negative,"um no, i think you got it.",False,False,False,False
Kush,interviewer,D,43,"Okay, cool.",0.4939,positive,"okay, cool.",False,False,False,False
Kush,interviewer,D,43,"Thank you so much, Kush.",0.3612,positive,"thank you so much, kush.",False,False,False,False
Kush,interviewee,Kush,44,Of course.,0.0,neutral,of course.,False,False,False,False
Kaveri,interviewer,Navaa,1,"So feel free to tell us a little bit about yourself; name, age, job, what do you do with your time?",0.5542,positive,"so feel free to tell us a little bit about yourself; name, age, job, what do you do with your time?",False,False,False,False
Kaveri,interviewee,Kaveri,2,My name is Kaveri.,0.0,neutral,my name is kaveri.,False,False,False,False
Kaveri,interviewee,Kaveri,2,"I'm 19, I'm a sophomore in college.",0.0,neutral,"i'm 19, i'm a sophomore in college.",False,False,False,False
Kaveri,interviewee,Kaveri,2,"Um, I go to Dartmouth.",0.0,neutral,"um, i go to dartmouth.",False,False,False,False
Kaveri,interviewee,Kaveri,2,"I guess my job is that I'm a student, um, and I am studying bio, CS, anthropology, etc, and, and pre-med, yeah, I guess that's it,",0.296,positive,"i guess my job is that i'm a student, um, and i am studying bio, cs, anthropology, etc, and, and pre-med, yeah, i guess that's it,",False,False,False,False
Kaveri,interviewer,Navaa,3,"Ok, the big, sort of, like overarching question that kind of shapes the rest of the interview is, would you describe yourself as like a current, active user of Canva; or, would you describe yourself as someone that maybe used Canva in the past, but doesn't anymore, or just doesn't use Canva at all.",0.5657,positive,"ok, the big, sort of, like overarching question that kind of shapes the rest of the interview is, would you describe yourself as like a current, active user of canva; or, would you describe yourself as someone that maybe used canva in the past, but doesn't anymore, or just doesn't use canva at all.",True,False,False,False
Kaveri,interviewee,Kaveri,4,I'm definitely like a current active user of Canva.,0.7845,positive,i'm definitely like a current active user of canva.,True,False,False,False
Kaveri,interviewer,Navaa,5,"So first and foremost, I do know that Dartmouth does have a version of Canva for campus, some kind of like Canva premium partnership.",0.2975,positive,"so first and foremost, i do know that dartmouth does have a version of canva for campus, some kind of like canva premium partnership.",True,False,False,False
Kaveri,interviewer,Navaa,5,"So do you personally, through Dartmouth, have a Canva pro subscription, or just on the personal side, like, have you bought your own?",0.3612,positive,"so do you personally, through dartmouth, have a canva pro subscription, or just on the personal side, like, have you bought your own?",True,False,False,False
Kaveri,interviewer,Navaa,5,"And if so, how long have you had it for?",0.0,neutral,"and if so, how long have you had it for?",False,False,False,False
Kaveri,interviewee,Kaveri,6,"Yeah, I have the Dartmouth subscription, and I've had it, I guess, for, like, however long I've been in college.",0.5719,positive,"yeah, i have the dartmouth subscription, and i've had it, i guess, for, like, however long i've been in college.",False,False,False,False
Kaveri,interviewee,Kaveri,6,"So, like, what, like, a year and a half now,",0.6794,positive,"so, like, what, like, a year and a half now,",False,False,False,False
Kaveri,interviewer,Navaa,7,What would you say is the biggest value that Canva provides for you currently?,0.34,positive,what would you say is the biggest value that canva provides for you currently?,True,False,False,False
Kaveri,interviewer,Navaa,7,"And why do you, like, use and choose Canada uniquely.",0.3612,positive,"and why do you, like, use and choose canada uniquely.",False,False,False,False
Kaveri,interviewee,Kaveri,8,"I do social media stuff for, um, the debate team that I'm on, as well as for the Global Health Coalition that I lead, and so it's really useful for, like promotional information to like just post like different things that different people are doing.",0.9161,positive,"i do social media stuff for, um, the debate team that i'm on, as well as for the global health coalition that i lead, and so it's really useful for, like promotional information to like just post like different things that different people are doing.",False,False,False,False
Kaveri,interviewee,Kaveri,8,"Things that, like my clubs have been doing, and it's like a cool way to reach people, especially on like Instagram and also through email, because you can have like cool flyers and things like that.",0.9349,positive,"things that, like my clubs have been doing, and it's like a cool way to reach people, especially on like instagram and also through email, because you can have like cool flyers and things like that.",False,False,False,False
Kaveri,interviewee,Kaveri,8,"I feel like I use Canva because it's like, the only design platform that I really know how to use.",0.6124,positive,"i feel like i use canva because it's like, the only design platform that i really know how to use.",True,False,False,False
Kaveri,interviewee,Kaveri,8,"I guess there's, like, Adobe, but I don't really know if you can make posters on it.",0.1901,positive,"i guess there's, like, adobe, but i don't really know if you can make posters on it.",False,False,False,False
Kaveri,interviewee,Kaveri,8,I'm sure there's a bunch.,0.3182,positive,i'm sure there's a bunch.,False,False,False,False
Kaveri,interviewee,Kaveri,8,"I think Canva is, like, one, the most well known, and two, it's very user friendly.",0.8111,positive,"i think canva is, like, one, the most well known, and two, it's very user friendly.",True,False,False,False
Kaveri,interviewee,Kaveri,8,"And I used it a bunch of in high school, so I'm just kept using it here.",0.0,neutral,"and i used it a bunch of in high school, so i'm just kept using it here.",False,False,False,False
Kaveri,interviewee,Kaveri,8,"And also, like, all of the upperclassmen that I know who had positions that I have now used Canva, so we have the templates and all the things for it.",0.3612,positive,"and also, like, all of the upperclassmen that i know who had positions that i have now used canva, so we have the templates and all the things for it.",True,False,False,False
Kaveri,interviewee,Kaveri,8,"So it's just, it makes sense to just be able to use it.",0.0,neutral,"so it's just, it makes sense to just be able to use it.",False,False,False,False
Kaveri,interviewer,Navaa,9,"Yeah, that makes a lot of sense.",0.296,positive,"yeah, that makes a lot of sense.",False,False,False,False
Kaveri,interviewer,Navaa,9,"We're definitely interested in the sort of like timeline of, if the only thing you've been exposed to is Canva, is the reason you're using it is because, like, a unique feature of Canva?",0.8183,positive,"we're definitely interested in the sort of like timeline of, if the only thing you've been exposed to is canva, is the reason you're using it is because, like, a unique feature of canva?",True,False,False,False
Kaveri,interviewee,Kaveri,10,"So I can't, yeah, sorry, I can't say because I, like, have not used any other design platforms.",0.207,positive,"so i can't, yeah, sorry, i can't say because i, like, have not used any other design platforms.",False,False,False,False
Kaveri,interviewer,Navaa,11,"All right, so what are some reasons you would stop using Canva?",-0.296,negative,"all right, so what are some reasons you would stop using canva?",True,False,False,False
Kaveri,interviewer,Navaa,11,Have you switched to another design tool before?,0.0,neutral,have you switched to another design tool before?,False,False,False,False
Kaveri,interviewer,Navaa,11,"And if yes, which one and why?",0.4019,positive,"and if yes, which one and why?",False,False,False,False
Kaveri,interviewer,Navaa,11,That’s a lot of questions.,0.0,neutral,that’s a lot of questions.,False,False,False,False
Kaveri,interviewer,Navaa,11,Wow.,0.5859,positive,wow.,False,False,False,False
Kaveri,interviewee,Kaveri,12,The only other thing I've used is for my research.,0.0,neutral,the only other thing i've used is for my research.,False,False,False,False
Kaveri,interviewee,Kaveri,12,"Well, I used to do cognitive psychology research, and for that research, we would run behavioral studies, and so we need to advertise them to people to be able to come to us and do them.",0.2732,positive,"well, i used to do cognitive psychology research, and for that research, we would run behavioral studies, and so we need to advertise them to people to be able to come to us and do them.",False,False,False,False
Kaveri,interviewee,Kaveri,12,And I used to have to make flyers.,0.0,neutral,and i used to have to make flyers.,False,False,False,False
Kaveri,interviewee,Kaveri,12,"And instead of, like, going through all of the like, work of making a flyer on Canva, I just asked chatGPT to make it for me.",0.6124,positive,"and instead of, like, going through all of the like, work of making a flyer on canva, i just asked chatgpt to make it for me.",True,False,False,False
